#,Team,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,Year
10,Washington Wizards,9,5,4,437,109.3,106,3.2,57.8,1.58,16.7,29.4,73.2,50.6,14.4,52,56.1,101.93,51.6,929,2017
21,Brooklyn Nets,10,4,6,480,105,108.6,-3.5,54.2,1.39,15,26.4,71.8,48.2,14.4,49.2,53.8,107.35,46.6,1073,2017
21,Cleveland Cavaliers,10,4,6,480,108.4,113.6,-5.2,55.4,1.39,16.5,25.8,72.5,49.8,15.8,53.3,57.6,99.95,47.9,1001,2017
21,Miami Heat,10,4,6,485,100.9,104.2,-3.3,54.8,1.23,15.9,25,72.2,49,17,51.5,54.5,98.97,48.2,1003,2017
21,Milwaukee Bucks,9,4,5,432,106.7,109.3,-2.6,62.3,1.68,18.9,18.9,72.6,46.4,15,54.8,58,97.61,48.5,876,2017
21,Oklahoma City Thunder,9,4,5,432,106.9,99.7,7.3,56.3,1.5,16.8,29.8,71.2,50.2,15.3,51.9,54.6,97.5,53.5,878,2017
21,Phoenix Suns,11,4,7,528,100.1,109.2,-9.1,48.8,1.09,13.3,27,72.8,49.8,15.9,47.6,52.7,104.95,45,1152,2017
27,Atlanta Hawks,11,2,9,528,102.1,108.9,-6.8,55.6,1.38,15.8,23.5,69.9,46.8,15.1,49.8,54,101.27,45.6,1111,2017
27,Chicago Bulls,8,2,6,389,94.1,100.3,-6.1,62,1.26,16.1,26.6,78.4,51.4,17.3,45.4,48.7,96.56,43.9,781,2017
29,Dallas Mavericks,11,1,10,528,100,109.8,-9.8,57.4,1.35,15.6,22.8,72.9,46.1,15.3,49.1,52.7,98.05,42.3,1077,2017
29,Sacramento Kings,9,1,8,432,97.2,109.8,-12.6,51.9,1.27,15.1,26.5,69.2,47.1,15.8,48,50.8,96.39,42.1,868,2017
1,Golden State Warriors,11,10,1,528,120,106.4,13.5,66.7,2.01,21,27,73.7,52.5,14.8,59.4,62.9,103,58.4,1132,2018
1,Toronto Raptors,11,10,1,528,114.9,106.2,8.7,58.3,1.88,18.5,27,69.1,49.3,13.6,55.7,58.8,101.95,56.1,1124,2018
3,Denver Nuggets,10,9,1,485,111.1,101.9,9.2,60.5,1.79,17.8,32.6,77.1,54.5,14,51.5,55.2,99.51,55.3,1006,2018
4,Milwaukee Bucks,10,8,2,480,114.2,102.1,12.1,60.8,1.66,18.3,26.1,75.3,52.9,15.1,56.1,59.5,105.1,57.5,1051,2018
4,Portland Trail Blazers,11,8,3,533,114.2,104.8,9.4,48.2,1.37,14.9,30.4,73.5,53.4,14.5,53.5,58.1,101.63,55.4,1130,2018
6,Indiana Pacers,11,7,4,528,110.7,105.8,4.8,54.3,1.63,17.2,27.9,70.7,49.9,14.3,54.3,56.8,96.5,52.8,1060,2018
7,Boston Celtics,10,6,4,480,103.5,100.8,2.7,61.5,1.74,17.3,24.2,74,49.5,13.5,50.3,53.4,100.6,52.1,1007,2018
7,Charlotte Hornets,11,6,5,528,114.2,106.8,7.4,58.9,1.88,18,29.2,73.9,51.5,13.3,53.9,57.4,100.91,53.3,1112,2018
7,LA Clippers,10,6,4,480,112.2,106.1,6.1,54.5,1.4,16.1,27.7,71.9,51.5,15.3,53.3,58.6,103.55,53.6,1036,2018
7,Philadelphia 76ers,11,6,5,533,105.5,106.8,-1.3,66.5,1.57,17.8,26,73.4,50.6,15.5,50.3,55.2,104.78,51.5,1164,2018
7,Sacramento Kings,10,6,4,480,110.3,110.1,0.3,55.6,1.67,17.6,23,71.2,47.6,14.1,55.5,57.5,108,50.1,1076,2018
7,San Antonio Spurs,9,6,3,442,111.6,109.9,1.7,58.6,2.15,17.8,27.1,74.6,50.3,11.4,51.2,55.5,99.26,51.8,915,2018
13,Brooklyn Nets,11,5,6,533,109.9,108.7,1.1,60.1,1.61,17.7,29.5,68.4,49,15.3,53.2,55.7,98.79,49.9,1095,2018
13,Memphis Grizzlies,9,5,4,432,107.1,105.9,1.2,65.5,1.85,18.1,23,72.8,46.8,13.3,51.3,55.6,96.61,50.8,871,2018
13,Oklahoma City Thunder,9,5,4,432,107.4,105.4,2,53.7,1.57,15.5,31.1,71.3,50,13.6,49.8,53.3,105.56,50.8,949,2018
16,Detroit Pistons,9,4,5,447,105,107.5,-2.5,49.6,1.3,13.9,30.6,76.5,52.4,14.4,48,52.2,101.48,45.4,944,2018
16,Houston Rockets,9,4,5,432,105.9,110.2,-4.3,56.5,1.49,15.8,27.1,71.8,47.8,14.4,50.4,53.4,99.67,44.9,895,2018
16,Los Angeles Lakers,10,4,6,485,110.8,111.6,-0.8,55.3,1.66,17.5,26.6,70.1,48.7,14.4,54.6,57.3,106.29,49.9,1073,2018
16,Miami Heat,9,4,5,437,109.3,108.1,1.2,55.8,1.39,15.7,32.5,72.6,52.3,15.6,51,54.6,102.7,50.3,933,2018
16,Minnesota Timberwolves,11,4,7,528,107.5,114.7,-7.2,56.4,1.78,16,28.8,66.2,46.9,12.3,48.6,53.3,102.77,47,1132,2018
16,New Orleans Pelicans,10,4,6,480,111.8,114,-2.2,60.1,1.74,17.9,29,73.9,51.2,14.2,53.3,57.2,106,48.8,1061,2018
16,Orlando Magic,10,4,6,480,101.9,110.5,-8.6,62.9,1.88,17.7,26.7,73.1,48.5,13.1,48,50.9,99.95,45.9,999,2018
16,Utah Jazz,10,4,6,480,109,109.4,-0.4,61.7,1.57,17.3,27.5,76.3,51.6,15.1,52.7,56.8,100.75,50.9,1008,2018
24,Atlanta Hawks,10,3,7,480,101.9,110.6,-8.8,62.7,1.31,17.4,22.5,70.7,46.7,17.8,52.6,55.6,107.95,45.5,1079,2018
24,Chicago Bulls,11,3,8,543,105.8,113,-7.3,58.1,1.51,16.9,23.4,69.4,47.2,15,52.3,55.8,99.09,46,1123,2018
24,Dallas Mavericks,10,3,7,485,108.1,111.6,-3.5,58.9,1.41,16.8,29.3,77.9,52,16.4,52.4,56,102.09,47.1,1032,2018
24,New York Knicks,11,3,8,538,105.5,108.5,-3,50,1.36,14.5,31.7,73.6,51.4,14.5,48.8,52.5,99.57,46.3,1115,2018
28,Phoenix Suns,10,2,8,480,100.3,113.3,-13,64.8,1.25,17.5,24.1,76.7,50,18.8,51,55,100.35,41.3,1003,2018
28,Washington Wizards,10,2,8,485,104.4,114.4,-10.1,57.2,1.55,16,22,66.7,44,13.6,50,54.8,104.36,44.4,1056,2018
30,Cleveland Cavaliers,10,1,9,480,106.5,117.4,-10.9,52.2,1.37,15.3,29.9,71.4,49.5,15.1,49.8,54.2,99.1,43.4,991,2018
1,Boston Celtics,10,9,1,480,113.8,104.7,9.1,59.2,2.15,17.7,24.1,72.4,48.5,11.3,52.9,56.8,102.05,55.6,1020,2019
1,Los Angeles Lakers,11,9,2,533,108.5,99.6,8.9,62.4,1.79,18.8,28.1,74.5,51.8,14.7,52.9,55.8,100.73,56.2,1123,2019
3,Utah Jazz,11,8,3,528,111,108.4,2.6,55.3,1.37,15.5,25.5,73.4,49.4,15.1,52.7,57.1,107,49.6,1176,2019
3,Denver Nuggets,11,8,3,533,108.1,102.6,5.5,61.9,1.46,17.7,22.3,70.8,48.8,16.1,54,58.2,103.07,53.9,1146,2019
3,Houston Rockets,11,8,3,528,104.5,99.9,4.6,53.9,1.22,15.3,23.4,74.4,50.4,16.5,52.8,56.8,99.82,54.5,1100,2019
6,Indiana Pacers,10,7,3,490,105.5,103.5,2,63.7,1.78,17.7,29.4,71.2,50,14,48.7,52.5,97.42,50.9,996,2019
6,LA Clippers,11,7,4,533,108.9,103.1,5.8,59.6,1.9,18.5,26.8,72.3,50,13.5,51.9,55.3,99.78,53.6,1106,2019
6,Miami Heat,11,7,4,528,107.5,103.5,4,53.2,1.29,15.2,29.9,74.8,52.6,16,50.5,54.9,102.64,52.5,1127,2019
6,Milwaukee Bucks,10,7,3,485,107,101.6,5.4,65.7,1.4,18.1,27.4,74.4,51.9,17.7,54.2,57.8,103.13,54.4,1044,2019
6,Philadelphia 76ers,10,7,3,485,110.6,103,7.6,55.3,1.61,16.8,20.8,77.7,50.8,13.7,55.3,58.2,107.33,55.3,1084,2019
6,Toronto Raptors,11,7,4,543,107.4,106.1,1.4,56.8,1.49,16.1,28.4,72.4,49.8,14.7,50.4,54.4,106.3,50.9,1200,2019
6,Dallas Mavericks,11,7,4,528,105.3,102.6,2.6,62.6,1.43,17.9,29.4,78.4,53.6,17.5,51.9,55,103.14,52.7,1134,2019
13,Minnesota Timberwolves,10,6,4,485,113.2,110.2,2.9,58.5,1.69,17,29.1,73.6,51,13.9,53.1,56.8,100.85,50.9,1019,2019
13,Phoenix Suns,10,6,4,485,111.4,105.6,5.7,67.9,1.89,19.7,23.3,74.9,49.5,14.4,55.1,58.9,103.52,54,1047,2019
15,San Antonio Spurs,11,5,6,528,109.6,111,-1.4,57.4,1.6,17,28.2,77,52.3,14.6,51,55.2,102.73,49.1,1128,2019
16,Atlanta Hawks,10,4,6,485,104.5,107.9,-3.4,58.6,1.34,16.8,29.2,70.4,50.3,17.1,52,54.9,100.9,48.4,1019,2019
16,Brooklyn Nets,10,4,6,490,110.5,112.2,-1.7,54.7,1.29,15.9,30.5,73.7,52.3,16.9,54,57.3,105.84,48.8,1079,2019
16,Charlotte Hornets,11,4,7,533,104.1,110.9,-6.8,61.8,1.35,17.2,26.1,71.4,48,17.3,52.3,55.4,101.63,44.8,1129,2019
16,Chicago Bulls,11,4,7,528,103.3,105.8,-2.6,58.6,1.54,16.4,25.3,71.3,47.4,14.4,49.7,53.2,103.32,47.5,1137,2019
16,Cleveland Cavaliers,10,4,6,480,105.7,106.8,-1.1,53,1.45,15.2,26.7,72.6,49.4,14,49.5,53.8,100.3,48.8,1004,2019
16,Detroit Pistons,12,4,8,576,108.6,112.1,-3.6,63.4,1.43,18,26.9,73,50,17.2,54,57.8,100.33,47.8,1204,2019
16,Oklahoma City Thunder,11,4,7,533,103.6,111.6,-8,63.8,1.51,18.4,26.5,72.6,49.6,16.8,51.6,54.8,105.32,46.9,1168,2019
16,Portland Trail Blazers,11,4,7,528,103.2,103.8,-0.6,56.4,1.35,16.1,22,73,48.1,15.7,51.7,55.4,102.05,50.3,1122,2019
16,Sacramento Kings,11,4,7,528,100.8,100.7,0.1,60.3,1.7,16.7,26.1,76.3,50.5,13.4,47.1,51.1,98.45,50.9,1084,2019
16,Memphis Grizzlies,12,4,8,581,107.9,109.4,-1.5,43.2,1.2,13,27.3,70.1,48.9,14.1,50.7,54.8,103.19,46.9,1248,2019
16,Orlando Magic,10,4,6,480,106.7,111.1,-4.4,55.8,1.31,16,28.3,73.3,49.4,16.6,51.8,55,99.15,45.4,990,2019
27,Golden State Warriors,12,2,10,581,106.6,117.3,-10.7,62.1,1.68,17.2,28.3,69.6,48.3,14.2,49.2,54.3,102.44,45.7,1241,2019
27,New Orleans Pelicans,10,2,8,485,108.2,113.2,-5,62,1.5,18,27.5,70.1,48.5,16.6,53.6,56.3,106.99,47.4,1081,2019
27,New York Knicks,11,2,9,528,99.4,110.3,-10.9,56.6,1.22,14.9,29,75.7,50.8,16.6,47.8,50.9,100.05,42,1101,2019
27,Washington Wizards,9,2,7,432,110.4,114.8,-4.4,59.7,1.7,17.9,28.6,69.4,48.4,14.6,52.5,56,104.61,47.1,942,2019
1,Los Angeles Lakers,11,8,3,528,113.6,105.5,8.1,58.2,1.63,18.2,27,76.2,53.1,15.3,56.1,59,100.68,54.6,1108,2020
2,Boston Celtics,10,7,3,480,112.3,110.3,2,54.5,1.48,16.8,30.1,73.6,51.7,15.6,54.8,57.7,100.7,50.8,1006,2020
2,LA Clippers,11,7,4,528,114.4,113.3,1.1,61.3,1.7,18.3,26.6,73.9,50.2,14.8,55.8,59.5,97.77,50,1075,2020
2,Milwaukee Bucks,11,7,4,528,118.6,107.4,11.1,58.2,1.71,18.3,29.2,74,52.4,14.9,58.3,60.9,102.73,55.9,1131,2020
2,Philadelphia 76ers,11,7,4,528,107.8,105.5,2.4,61.1,1.52,17.9,26.6,73.3,51.3,16.1,53.7,57,103.18,52.3,1135,2020
2,Phoenix Suns,11,7,4,533,112.3,108.7,3.6,64.3,2.05,19.2,22.5,74.7,49.1,12.8,55,58.5,97.35,52.5,1082,2020
7,Charlotte Hornets,11,6,5,528,107.9,107,0.9,74.3,1.93,20.3,25.9,70.6,48.2,14.9,52.4,55.9,100.55,50.5,1106,2020
7,Golden State Warriors,10,6,4,480,108.4,111.2,-2.8,62.4,1.72,17.5,23.9,70.8,47.4,13.8,51.7,56.1,104.9,49.7,1049,2020
7,Indiana Pacers,10,6,4,485,113.5,109.3,4.2,60,1.97,19,23.4,74.4,48.5,13.2,55.7,58.4,100.95,51.2,1019,2020
7,Orlando Magic,11,6,5,528,105.5,109.7,-4.2,52.7,1.55,15.4,27.5,75.7,50.3,13.5,48.9,52.8,100.55,47.2,1106,2020
7,Portland Trail Blazers,10,6,4,485,113.9,111.7,2.2,54.1,1.88,16.1,24.2,74.9,48.8,11.5,53.4,57.2,102.09,49.8,1030,2020
7,Utah Jazz,10,6,4,480,110.1,109.3,0.8,54.7,1.46,16.2,30.2,75.8,53.3,15.2,53.8,56,99.45,50.4,995,2020
13,Atlanta Hawks,10,5,5,480,112.2,108.2,4,62.1,1.69,17.2,31.3,75.1,53,14.2,51.5,56.1,101.35,50.9,1015,2020
13,Brooklyn Nets,11,5,6,533,112.4,107.2,5.3,60.2,1.56,17.9,24.1,71.4,49.4,15.5,55.7,59.7,104.47,53.6,1160,2020
13,Cleveland Cavaliers,11,5,6,538,100.6,103.3,-2.6,61.1,1.43,17.3,27.5,70.7,48.5,16.7,50.3,52.4,97.61,48.1,1093,2020
13,Dallas Mavericks,9,5,4,437,109.5,105.5,4,58.8,1.64,16.8,22.7,75.3,49.1,13.7,53.7,57.6,99.13,52.5,904,2020
13,Denver Nuggets,10,5,5,490,115.9,112.2,3.7,62.7,1.81,19.2,30.1,72.2,51.6,14.9,56.5,59.5,98.45,52.5,1005,2020
13,New York Knicks,11,5,6,528,103.3,108.4,-5.1,59.1,1.4,16.7,28.1,73.1,50.8,16.3,49.9,53.2,97.09,47.5,1066,2020
13,Oklahoma City Thunder,9,5,4,432,103.5,107.9,-4.4,57.6,1.44,16.7,20.1,74.9,48.2,15.2,53,55.6,101.11,47.6,912,2020
13,Sacramento Kings,11,5,6,533,110,116.6,-6.6,59.8,1.73,17.6,25.2,75.6,49.7,13.8,53,56.5,102.62,46,1137,2020
13,San Antonio Spurs,10,5,5,485,108.1,110.1,-2.1,60.7,2.36,18.1,23.1,75.7,48.3,10.5,50.9,54,101.69,48.6,1028,2020
22,Chicago Bulls,11,4,7,528,110.6,115.9,-5.4,59.4,1.4,17.6,26.7,75.4,51.4,17,55.3,59.2,104.73,48.1,1155,2020
22,Memphis Grizzlies,10,4,6,485,103.9,106.8,-2.9,64.4,1.72,18.5,28,74.8,50.8,15,50.4,53.4,100.21,49.2,1014,2020
22,Miami Heat,8,4,4,384,106.5,107.6,-1.1,68.4,1.53,19.4,21,74.1,49.7,17.2,55.8,59.2,101.88,52,815,2020
22,New Orleans Pelicans,9,4,5,437,106.9,106.7,0.2,59.8,1.4,16.8,30.6,78.1,54.1,16.6,51.6,55.1,98.91,50.9,902,2020
26,Houston Rockets,8,3,5,389,110.8,110.9,-0.1,57.5,1.53,17.1,23,69.9,47.5,14.9,55.2,58.8,100.38,50.8,814,2020
26,Minnesota Timberwolves,10,3,7,485,105.5,114.8,-9.3,57.7,1.58,16.7,27.4,70.9,48.4,14.5,50.8,53.9,102.24,45,1031,2020
26,Washington Wizards,11,3,8,528,113.6,114.4,-0.8,62.1,2.01,18.8,23.8,75.6,48.6,12.8,54.8,58.1,106,48.3,1166,2020
29,Detroit Pistons,10,2,8,495,106.1,111.8,-5.7,61,1.75,16.8,26.9,72.8,47.8,13.2,48.7,52.9,99.73,45.6,1025,2020
29,Toronto Raptors,10,2,8,480,109.7,111.1,-1.4,60.1,1.65,17.1,26.1,71.8,48.3,14.1,52.7,56.2,101.3,47.4,1013,2020
