#,Team,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,Year
30,Atlanta Hawks,9,0,9,432,95.8,106.6,-10.9,48.5,0.91,13,34.1,63.2,48.2,19.2,44.8,49,91.94,40.9,827,2005
1,Utah Jazz,11,10,1,533,112.1,104.5,7.7,59.6,1.53,17.8,36.6,75.2,56.2,16.6,52.3,56.8,95.1,55.8,1056,2006
2,San Antonio Spurs,11,9,2,538,105.6,98.9,6.7,59.2,1.47,17,25.8,74.6,50.7,15.6,50.9,55.1,92.43,56.9,1038,2006
3,Cleveland Cavaliers,10,7,3,485,104.5,100.5,4,58.2,1.36,15.9,32,73.7,52.8,16,48.8,53.2,91.5,54.2,926,2006
3,Golden State Warriors,11,7,4,528,109.8,105.4,4.4,60,1.53,17.9,28.7,63.8,47,16,53.4,56.6,95.95,53.1,1055,2006
3,Houston Rockets,11,7,4,528,104.2,100.8,3.4,59.9,1.22,16.2,30.1,73.1,52,18,51,55.8,91,54,1006,2006
3,Los Angeles Lakers,10,7,3,480,104.5,102.4,2.1,63.4,1.19,17.5,31.8,71,52.2,20.3,51.9,56.3,94.85,52.3,948,2006
3,New Orleans/Oklahoma City Hornets,10,7,3,480,105,103.3,1.8,48.4,1.13,13.9,35.8,69.1,51.9,17.1,47.7,51.9,91.5,49.1,914,2006
3,Orlando Magic,11,7,4,528,103.4,101.4,2,51,0.92,14.7,33.6,70.9,53.5,21.3,52.4,56.6,93.41,52.1,1028,2006
9,Dallas Mavericks,10,6,4,480,108.1,109.8,-1.7,51,1.21,14.7,35.3,72.8,53.6,16.6,50.2,55.3,90.8,48.9,912,2006
9,Los Angeles Clippers,8,6,2,389,103.6,99.5,4.1,54.3,1.3,14.9,31.2,72.1,51.8,15.6,46.9,53,95.88,53.8,776,2006
11,Detroit Pistons,10,5,5,480,107.3,106.9,0.4,59,1.64,16.7,31.5,66.2,48.9,14.1,48.5,53.3,89.5,50.3,894,2006
11,Indiana Pacers,10,5,5,480,99.2,102.7,-3.6,64.1,1.26,16.7,32,67.3,49.4,18.3,46.7,51.4,95.65,48.9,956,2006
11,New Jersey Nets,10,5,5,485,100.7,100.5,0.2,63.8,1.3,17.2,23,73.8,49.9,17.7,50.1,55.4,94.52,51,955,2006
11,Portland Trail Blazers,12,5,7,576,102.9,108.3,-5.4,51,1.06,14.2,29.9,70.1,49.9,17.8,48.6,54.4,90.33,45.3,1084,2006
11,Sacramento Kings,9,5,4,432,102.2,102,0.2,52.9,1.01,14,33.9,72.3,52.1,18.9,46.2,52.6,95.78,49.2,862,2006
11,Seattle SuperSonics,12,5,7,581,109.1,108.2,0.9,53,1.26,15.5,32.5,66.3,48.6,16.9,50.5,55.2,93.44,47.8,1130,2006
17,Atlanta Hawks,8,4,4,399,103.4,101.6,1.8,48.1,1.1,13.6,32.9,67,50.3,16.5,48.5,52.9,91.31,52.6,762,2006
17,Boston Celtics,10,4,6,485,105.9,103.7,2.2,58.6,1.27,16.1,29.3,74.1,52.4,17,50.1,55.4,96.84,51.2,980,2006
17,Denver Nuggets,8,4,4,384,105.3,104.1,1.2,59.3,1.34,16.2,34.4,70.7,51.5,16.7,47.5,53.2,101.25,51.6,812,2006
17,Miami Heat,9,4,5,437,95.7,105.5,-9.8,55.2,1.09,14.5,26.2,70.4,48,17.5,45.9,50.5,92.32,43.7,840,2006
17,New York Knicks,12,4,8,591,103.5,105.3,-1.7,49.1,1.09,13.8,30.9,70.3,50.6,16.8,48,53.3,94.17,47.7,1158,2006
17,Philadelphia 76ers,9,4,5,437,102.8,103.3,-0.5,57.1,1.35,16.4,27.5,64.4,46.5,16.4,49,53.7,94.02,50.1,854,2006
17,Phoenix Suns,10,4,6,490,107,106.9,0.1,61.9,1.55,18.4,22.7,68.2,45.8,16,53.5,57.4,98.94,50.4,1009,2006
17,Washington Wizards,9,4,5,437,108,107.7,0.3,51.8,1.42,14.7,29.8,64.9,47,13.9,48.2,54.1,94.68,49.8,862,2006
25,Chicago Bulls,10,3,7,480,99.8,99.6,0.2,58.2,1.31,16.2,30.9,74.6,50.7,17,47.5,51,93.95,47.5,939,2006
25,Milwaukee Bucks,10,3,7,480,104.8,109.1,-4.3,57.4,1.4,16.7,27.5,67.2,46.9,16.2,49.6,54.1,94.8,45.3,946,2006
25,Minnesota Timberwolves,9,3,6,432,99.3,102.4,-3.1,60.5,1.21,16.6,30.1,67.1,49.2,18.5,47,52.6,92.94,50.3,836,2006
28,Charlotte Bobcats,10,2,8,490,93.9,100.3,-6.4,58.8,1.1,15.5,26.5,65.7,47,18.7,45.8,50.6,95.76,46.4,975,2006
28,Memphis Grizzlies,10,2,8,495,99.8,102.9,-3.1,48.9,1.07,13,29,67,47.1,16,45,50.6,91.59,44.9,942,2006
28,Toronto Raptors,10,2,8,480,101.7,107.1,-5.4,57.9,1.54,16.4,27.1,68.2,46.7,14.4,47.5,51.8,98.3,46.1,982,2006
1,Orlando Magic,12,10,2,581,106.1,99,7,59.2,1.4,16.6,24.7,70.1,48.9,15.7,51.9,56.4,95.3,56.1,1156,2007
2,New Orleans Hornets,12,9,3,581,106.2,98.3,7.9,55.8,1.53,16.7,28.2,72.2,50.5,14.8,51.4,54.9,91.83,54.4,1114,2007
3,Boston Celtics,9,8,1,437,108.3,94.7,13.6,63.3,1.38,18.4,27.8,71.8,52.1,18.2,54.8,59.2,93.53,63.6,853,2007
3,Phoenix Suns,10,8,2,480,106.6,100.4,6.2,61.8,1.64,18.6,23.4,67,46.7,15.3,54.3,57.3,100.2,55.8,1004,2007
3,San Antonio Spurs,10,8,2,480,107.4,98.5,8.9,58,1.6,17.1,26.1,71.4,49.1,14.4,51.6,55.5,91,54.6,907,2007
3,Utah Jazz,12,8,4,576,107.7,100.9,6.7,66.1,1.53,18.7,33.2,71.4,52.5,17.2,50.9,56,99.04,56,1189,2007
7,Dallas Mavericks,9,7,2,432,110.3,102.3,8.1,57.2,1.57,16.9,26.7,70.6,49.9,14.5,51.9,57.5,93.67,56.2,843,2007
7,Denver Nuggets,10,7,3,480,107.7,98.6,9.1,62.9,1.48,17.9,28.2,67.9,49.4,16.6,52.3,56.6,101.25,57,1012,2007
9,Charlotte Bobcats,10,6,4,480,99.5,102.1,-2.6,55.9,1.07,14.8,36.7,68.2,52,19.1,46.8,50.7,92,47.1,922,2007
9,Detroit Pistons,10,6,4,480,106.9,102.7,4.2,61.7,1.72,17.9,29.4,70.6,50.6,14.4,50.4,54.3,93,53.5,929,2007
9,Houston Rockets,11,6,5,528,101.7,100.2,1.5,57.2,1.5,15.9,31.4,73.3,50.7,14.7,46.6,50.6,93.36,50,1027,2007
9,Los Angeles Lakers,9,6,3,432,106.1,99.4,6.7,57.9,1.26,16.3,33.3,70.2,52.9,17.8,50.4,55.3,98.11,55.8,882,2007
13,Cleveland Cavaliers,10,5,5,485,102.7,106,-3.3,51.9,1.26,14.7,33.2,73.1,51.8,16,47.3,51,95.95,46.7,970,2007
13,Los Angeles Clippers,9,5,4,432,100.5,103.3,-2.9,61.9,1.41,16.2,28.5,68.3,48.9,15.6,46.1,51.9,96.39,48.4,868,2007
13,Toronto Raptors,10,5,5,485,105.1,100.8,4.2,62.7,1.61,17.6,28.3,70.4,48.9,15.1,49.5,53.8,93.53,51.1,944,2007
16,Indiana Pacers,10,4,6,485,100.3,102.4,-2.1,60.1,1.26,16.2,28.8,70.3,49.3,17.5,48.2,52.4,99.27,47.6,1000,2007
16,Milwaukee Bucks,8,4,4,384,101.5,104.2,-2.7,57,1.4,16.3,34.1,72.1,52.5,16.3,47.7,51,92.88,48.2,744,2007
16,New Jersey Nets,11,4,7,533,90.7,101,-10.2,72.6,1.12,16.3,30.4,72.6,51.2,20.1,42.4,48.7,92.58,43.2,1027,2007
16,Portland Trail Blazers,11,4,7,528,101.8,106.8,-5,56.6,1.24,16.2,27.6,67.3,48.3,17.5,49.5,53.7,92.09,47.2,1011,2007
16,Sacramento Kings,10,4,6,490,104.3,109.8,-5.5,48.7,1.04,13.6,27.2,65.3,46.4,16.8,48.4,55.2,93.16,46.7,950,2007
16,Washington Wizards,9,4,5,437,99.9,101,-1.1,55.3,1.16,14.4,31.8,71,50.4,16.9,44.4,50.3,95.67,48.2,871,2007
22,Atlanta Hawks,9,3,6,442,104.1,107.4,-3.3,56.3,1.22,15.6,34.5,67.5,51,17.7,48.3,53.6,92.63,48,853,2007
22,Memphis Grizzlies,10,3,7,485,106.5,109.5,-2.9,56.4,1.26,16.1,27.9,69.8,49.3,17.2,52.2,56.7,98.47,47.8,996,2007
22,Philadelphia 76ers,9,3,6,432,96.2,99.6,-3.5,55.5,1.05,14.9,34.6,68.9,51.6,19.5,46,49.9,92.44,47.5,834,2007
25,Chicago Bulls,9,2,7,437,91.9,100.8,-8.9,59.5,1.25,15,32.9,68.6,49,16.6,41.6,45.7,94.57,41.9,861,2007
25,Golden State Warriors,8,2,6,384,107.9,113.5,-5.6,56.3,1.72,16.6,27.6,66.7,46.1,13.1,51.4,54.6,100.75,45.2,807,2007
25,Miami Heat,10,2,8,480,94.4,99.5,-5.1,56.5,1.33,15.6,26.2,71.5,47.8,15.7,45.6,48.7,91.2,46,911,2007
25,New York Knicks,9,2,7,442,101.7,108.1,-6.3,50,1.08,13.7,35.4,69.5,51.7,17.3,46.1,50.8,94.05,44.3,865,2007
25,Seattle SuperSonics,12,2,10,586,97.8,105.7,-7.9,54.6,1.13,15,30.5,69.1,49.7,18,46,50.7,100.91,43.6,1228,2007
30,Minnesota Timberwolves,8,1,7,384,101.3,111.5,-10.2,50.5,1.18,14.5,33.9,71,51.2,16.8,48,51.4,92.44,41.6,742,2007
1,Boston Celtics,11,9,2,533,100.6,96.3,4.3,60.9,1.15,15.8,30.8,69.5,50.9,18.7,47.3,53.2,92.58,55.8,1031,2008
2,Cleveland Cavaliers,10,8,2,480,111.5,103.4,8,56.3,1.5,16.7,31.7,68.4,51.1,15.2,52,56.9,90.6,56.8,907,2008
2,Phoenix Suns,11,8,3,533,108,103.6,4.4,54.9,1.17,16.2,26.9,72.1,51.6,18.3,54.2,58.8,92.49,55,1027,2008
4,Detroit Pistons,10,7,3,480,108.1,104.8,3.3,58.1,1.56,16.3,32,72.1,51.4,14.5,48,53.5,91.7,51.6,915,2008
4,Houston Rockets,8,7,1,384,107.3,92.6,14.7,55,1.46,15.4,34,72.1,53,14.6,48.1,53.1,96.38,59.2,772,2008
4,Los Angeles Lakers,10,7,3,480,106.2,99.7,6.5,47.4,1.21,13.5,29.5,69.8,49.9,14.8,49.1,53.4,93.4,54.4,932,2008
7,Orlando Magic,9,6,3,432,109.9,105.6,4.3,56.9,1.54,16.3,31,66.7,49.2,14.6,51.4,55.3,92,51.7,828,2008
7,Utah Jazz,10,6,4,485,101.2,100.1,1.1,60.3,1.3,15.9,30,70.1,50.5,16.7,46.7,52.7,96.05,51.9,972,2008
7,Atlanta Hawks,10,6,4,485,101.4,98.3,3.1,52.3,1.29,14.3,28.5,69.8,49.2,14.7,45.9,51.5,89.37,50.9,902,2008
7,Denver Nuggets,10,6,4,485,105.2,104.8,0.4,61.1,1.64,17.5,24.9,70.5,46.9,14.5,50.8,54.2,99.56,48,1005,2008
7,New York Knicks,10,6,4,485,108.2,110.1,-1.8,56.6,1.77,16.2,31.1,71.2,49.9,12.7,49.2,53.6,86.5,48.5,874,2008
7,Portland Trail Blazers,10,6,4,480,104.4,101.3,3.1,65.1,1.48,18.3,34.2,68.5,51.6,17.5,49.4,54,92,54.8,922,2008
13,Chicago Bulls,10,5,5,480,102.1,101.4,0.7,52.7,1.31,14.3,32,68.4,49.8,14.7,45.2,50.9,95.4,51.7,957,2008
13,Miami Heat,10,5,5,480,108.3,103.3,5.1,54.4,1.51,15.8,29.8,65.4,47.6,14.3,49.9,54.4,91.3,53,911,2008
13,Milwaukee Bucks,11,5,6,543,101,102.4,-1.5,58.9,1.26,15.6,36.4,73.1,53.5,17.3,45.6,50.6,91.27,46.8,1034,2008
13,New Orleans Hornets,9,5,4,432,105.8,103.6,2.1,58.7,1.53,16.6,27.9,73,50.2,14.7,49.9,54.4,88.44,51.4,797,2008
13,Philadelphia 76ers,10,5,5,480,102.9,98.7,4.1,53.5,1.23,15.3,35.1,70.3,53,17.3,47.2,51.3,94.85,51.8,947,2008
13,San Antonio Spurs,9,5,4,437,105.4,105.2,0.1,69.6,1.7,19.2,26.3,68,48.3,15.6,50.1,55.5,90.01,52.5,818,2008
19,Toronto Raptors,10,4,6,490,104.5,105.3,-0.8,50.7,1.31,14.2,34.6,67.2,50.3,14.8,46.5,51.1,97.86,47.7,999,2008
19,Golden State Warriors,9,4,5,432,102.1,100.2,1.8,58.2,1.28,16.2,30.8,69.4,50.9,17.3,48.8,53.2,96.22,52.2,867,2008
19,Indiana Pacers,9,4,5,432,106.4,110.7,-4.3,54.7,1.3,15,31.2,68.4,49.6,15.7,48.6,54.2,91.39,46.9,823,2008
19,New Jersey Nets,11,4,7,533,104.5,110.4,-5.9,52.8,1.2,15.7,32.8,68.7,51.6,17.7,51,55.4,92.8,47.8,1034,2008
19,Sacramento Kings,9,4,5,442,104.2,107.5,-3.3,55,1.65,16.7,23.6,70.7,47.8,13.5,51.1,54,86.06,47.6,794,2008
24,Charlotte Bobcats,9,3,6,432,102.8,107.3,-4.5,53.9,1.11,14.4,34.6,65.2,49.6,17.7,46.4,52.2,86.56,45.7,778,2008
24,Dallas Mavericks,10,3,7,485,103.4,105.4,-2.1,53.2,1.46,15.1,31.5,69.5,50.4,14.2,46.1,50.7,94.61,49.5,955,2008
24,Memphis Grizzlies,10,3,7,485,97.4,103.5,-6.1,45.9,0.96,12.6,28.2,68.2,48.4,17,45.5,51,94.27,46.5,953,2008
27,Los Angeles Clippers,9,1,8,437,95,109.2,-14.3,56.6,1.22,15,27.8,65,45.6,16.5,44.7,48.8,93.75,38.6,852,2008
27,Minnesota Timberwolves,9,1,8,447,103.4,107.9,-4.4,64,1.9,18,31.3,68.3,49.1,13.4,45.5,50.1,90.9,46.5,843,2008
27,Oklahoma City Thunder,10,1,9,480,92.3,102.7,-10.4,48.7,1.06,13.1,29.6,71.6,49.7,16.5,42.3,46.7,97.55,40.3,974,2008
27,Washington Wizards,7,1,6,341,100.6,110.6,-10,51.2,1.23,14.1,29.6,67.3,47.9,15.4,46.7,51.4,92.41,43.2,655,2008
1,Atlanta Hawks,11,9,2,533,112.7,104.6,8.1,52.7,1.64,16.4,32.2,70.5,51.4,13.8,51.3,55.8,94.24,54.6,1046,2009
1,Phoenix Suns,11,9,2,528,112.5,108.6,3.9,58.7,1.42,17.4,32,70.5,51.6,17.1,55.1,58.2,98.05,51.2,1079,2009
3,Boston Celtics,11,8,3,528,108.7,97.7,11,66.1,1.75,20,27.1,69.2,49.4,15.9,54.2,57.4,90.45,59.4,996,2009
3,Dallas Mavericks,11,8,3,538,106.2,99.4,6.8,59.4,1.63,17,28.8,71.9,51.4,14.3,49.3,54.2,93.46,56.4,1048,2009
3,Orlando Magic,11,8,3,528,108.5,103.4,5.1,54.4,1.44,15.8,27.8,73.6,50.1,14.7,51.8,55.4,91.82,52.8,1011,2009
3,Portland Trail Blazers,12,8,4,581,105.9,98.1,7.8,58.5,1.34,16.1,32.2,71.3,52.7,16.4,48.6,54.4,89.1,57.8,1080,2009
7,Cleveland Cavaliers,10,7,3,480,105.5,100.3,5.2,57.2,1.45,16.4,24.4,74.3,49.6,14.9,51.8,55.6,92.8,53,930,2009
7,Denver Nuggets,10,7,3,480,109.7,103.5,6.2,55.1,1.5,15.6,29.1,67.6,48.9,14,49.3,55.7,97,54.1,968,2009
7,Los Angeles Lakers,10,7,3,490,103.4,101.5,1.8,60.5,1.56,17.5,29.9,65.6,48.2,15.6,49.6,52.7,95.61,53,977,2009
7,Miami Heat,9,7,2,432,104.8,98.1,6.8,50.2,1.25,14.7,29,70.5,50.5,15.6,49.8,54.5,91.83,55.9,826,2009
11,Houston Rockets,10,6,4,485,107,103.4,3.6,60.5,1.49,17.4,30.3,68.3,49.1,16.3,50.7,54.6,95.8,51.4,966,2009
12,Chicago Bulls,9,5,4,432,96.4,99.6,-3.2,56.3,1.36,15.4,32.8,69.2,50.5,15.7,44.3,48.2,92.61,48.5,833,2009
12,Detroit Pistons,10,5,5,480,105.5,103.5,2,45,1.19,13.2,32.6,67.8,50.6,14.8,48.7,53,88.4,49.7,884,2009
12,Milwaukee Bucks,8,5,3,389,102.4,97.8,4.6,52.4,1.23,15.2,31.5,76.8,52.8,16.9,49.3,52.1,96.74,50.7,783,2009
12,Oklahoma City Thunder,10,5,5,485,100.6,98,2.7,51,1.15,14.3,30.8,71.9,51.1,16.7,46.7,51.8,92.19,51.1,930,2009
12,Sacramento Kings,9,5,4,437,108.5,109.1,-0.6,50.1,1.26,14.2,35,72.5,52.9,15.3,48.8,54,95.18,49,867,2009
12,Toronto Raptors,10,5,5,480,115.1,113.9,1.2,53.5,1.69,16.2,30.4,66.5,48.8,13,53,57.7,92.95,49,929,2009
18,Indiana Pacers,7,4,3,336,102.2,101.4,0.7,53.1,1.14,14.6,29.2,69.5,49.7,17,48.4,53.7,98.86,50.6,694,2009
18,Los Angeles Clippers,11,4,7,528,101.7,105.2,-3.5,64.2,1.43,17.9,28.5,66.4,48.4,17.2,50.1,53.9,94.55,49.7,1040,2009
18,Philadelphia 76ers,10,4,6,485,103.5,109.1,-5.5,52.9,1.27,15.5,27.4,68.2,48.1,16.2,50.1,54.5,92.98,48.4,940,2009
18,San Antonio Spurs,8,4,4,384,110.7,108.6,2.2,55.2,1.72,16.4,29.1,69.6,49.1,13,51.2,55.3,92,50.6,736,2009
18,Utah Jazz,10,4,6,480,107.9,109.6,-1.6,61.2,1.53,18,33.3,72.9,53.1,16.5,50.4,55.2,93.05,50.1,931,2009
23,Charlotte Bobcats,10,3,7,490,92.9,99.2,-6.4,55.8,0.99,14.2,33.4,73.2,52.3,19.5,43.6,47.8,88.07,43.9,897,2009
23,Golden State Warriors,9,3,6,432,107.8,110,-2.2,52.9,1.46,16.4,25.9,66.4,46.1,14.8,53,56.8,103.39,48.3,931,2009
23,New Orleans Hornets,11,3,8,533,104.6,112.1,-7.5,56.7,1.64,16.7,28.2,65.3,46.8,13.8,49.6,53.2,92.58,46.5,1028,2009
26,Memphis Grizzlies,10,2,8,485,102.8,112.2,-9.4,50.1,1.08,14.3,35.5,71.1,52.8,18.1,47.8,52.4,95.9,44.3,969,2009
26,Washington Wizards,9,2,7,432,100.5,105.1,-4.6,52.9,1.16,14.6,30.7,70.9,50.8,16.8,47.1,51.8,93.94,46.6,844,2009
28,Minnesota Timberwolves,11,1,10,528,93.1,107.7,-14.6,50.5,1.12,14.3,29.6,70.2,48.8,17,44.9,48.1,96.68,39.2,1065,2009
28,New York Knicks,10,1,9,495,99.6,109.3,-9.7,54.1,1.35,15.5,24.4,71.9,46.3,15.2,48.2,52.1,97.79,42.9,1009,2009
30,New Jersey Nets,10,0,10,480,91.6,102.5,-10.8,49.4,0.98,13.1,27.2,70.8,48.4,17.6,43,47.9,92.35,40,922,2009
1,Los Angeles Lakers,10,8,2,495,106.5,101.6,4.9,68.2,1.77,20.3,26.3,71.5,49.5,15.9,52.7,56.6,91.73,55.3,949,2010
1,Atlanta Hawks,10,8,2,480,115.4,106.9,8.5,57.2,1.71,17.3,36.8,66.9,52,14.5,52,56.1,97.2,54.7,975,2010
1,Boston Celtics,9,8,1,432,107.4,98.7,8.7,61.5,1.69,18,24.9,72.9,49.9,14.4,51.6,56.2,91.89,56.8,827,2010
1,New Orleans Hornets,9,8,1,437,110.6,102.9,7.7,59.9,1.48,17.3,31.7,70.8,51.5,16.1,52.1,56.9,97.21,55.1,886,2010
5,San Antonio Spurs,11,7,4,528,110.5,107.2,3.3,61.6,1.54,18.3,29.6,66.8,49.5,16.5,52.7,57.5,92.32,53.6,1014,2010
5,Dallas Mavericks,9,7,2,432,106.6,100.1,6.4,60.2,1.43,17.8,27.1,68.9,50.1,17,53,56.7,91.56,55.9,822,2010
5,Golden State Warriors,11,7,4,528,104.4,105.9,-1.5,57.7,1.35,16.5,34.3,64.7,49.1,17.1,49.1,52.4,97.05,47.5,1068,2010
5,Orlando Magic,10,7,3,480,106.2,98.8,7.4,52.3,1.2,14.6,32.1,74.1,53,16.5,51,54.5,92.05,55.7,922,2010
5,Portland Trail Blazers,11,7,4,543,107.1,106.5,0.6,63.6,1.66,18.1,31.2,66.1,48.9,15.3,49.3,54.3,93.13,51.9,1053,2010
10,Utah Jazz,10,6,4,485,110.3,100.6,9.7,56.7,1.55,16.3,26.7,70.2,49.8,14,51.5,57.2,91.94,57.5,931,2010
10,Chicago Bulls,10,6,4,485,108.2,110.5,-2.3,46.2,1.16,13.1,31.4,66.9,49.4,14.8,47.2,55.1,94.56,48.7,952,2010
10,Denver Nuggets,10,6,4,490,111.5,109.3,2.2,53.4,1.39,16.3,31.2,61.2,46.6,16.1,53.5,56.6,95.27,50.2,970,2010
10,Miami Heat,11,6,5,533,108.4,106.6,1.8,58.3,1.57,17,34.4,65.8,49.7,15.2,49.2,53.8,90.24,52.1,1002,2010
14,Oklahoma City Thunder,8,5,3,389,106.7,103.2,3.5,59.7,1.46,17.5,33.7,70.5,52.7,16.5,51.8,55.6,96.56,54.7,787,2010
14,Phoenix Suns,10,5,5,480,108.2,106.3,1.9,54,1.5,15.7,28.2,68.8,48.2,14.1,49.4,54.5,96.75,49.7,965,2010
14,Cleveland Cavaliers,10,5,5,485,99,96,3,51.5,1.11,13.9,31.1,75.1,52.2,16.8,45.4,50.2,92.09,50.8,930,2010
17,Milwaukee Bucks,11,4,7,528,103.1,106.3,-3.2,64.9,1.23,17.5,31.3,69.8,51.6,19.5,50.9,56.1,90.59,50.1,1000,2010
17,Charlotte Bobcats,9,4,5,432,103.5,107.4,-3.9,56.1,1.45,15.9,28.5,69.1,48.5,14.9,48.3,52.8,92.78,46.2,834,2010
17,Detroit Pistons,11,4,7,533,104.3,108.6,-4.3,51.8,1.33,14.8,31.3,65.9,48.1,15.2,48.5,52.3,90.96,44.5,1008,2010
17,Indiana Pacers,8,4,4,384,105.8,104.1,1.7,56.4,1.35,16.3,29.2,72.4,51,16.4,51.2,55.2,96.63,50.5,774,2010
17,Memphis Grizzlies,11,4,7,543,102.6,106.3,-3.7,50.5,1.21,14.8,30.7,64.9,47.2,16.5,48.5,52.4,96.44,47,1090,2010
17,New Jersey Nets,10,4,6,480,104.6,106.8,-2.2,55.9,1.35,16,30.6,70.1,50.8,16.1,49.2,53.4,89.4,47,892,2010
23,Houston Rockets,9,3,6,437,107.5,107.2,0.4,57.9,1.53,16.3,31.8,67.8,50.2,14.7,48.2,53.9,99.13,51.5,901,2010
23,Minnesota Timberwolves,12,3,9,576,99.3,109.1,-9.9,48.1,0.99,12.8,36.8,72,53.2,17.8,44.8,49.4,100.63,40.1,1209,2010
23,New York Knicks,10,3,7,480,102.5,105.4,-2.9,53.1,1.2,14.8,27.4,67.8,47.1,16.4,48.3,53.1,99.55,47.5,993,2010
23,Sacramento Kings,9,3,6,432,106.7,112.7,-6.1,52.2,1.46,15.2,34.8,67.2,49.9,14.5,48,51.9,93.44,46.7,842,2010
27,Washington Wizards,10,2,8,485,102.6,106.4,-3.8,58.1,1.42,16.9,26.7,69.4,48.1,16,49.8,53.8,96.25,47.7,973,2010
27,Philadelphia 76ers,10,2,8,480,105.9,109.9,-4,51.5,1.19,14.6,37,70.3,52.8,17,47.5,52.8,95,46.5,949,2010
27,Toronto Raptors,8,2,6,389,98.7,106.8,-8.1,59.2,1.18,16.3,30,67.2,47.9,18.9,48.1,52.1,95.94,44.9,776,2010
30,Los Angeles Clippers,11,1,10,543,100.7,110.6,-9.9,56.4,1.17,15.3,34.4,70,51.5,18.1,47.2,51.4,91.8,43.4,1041,2010
1,Chicago Bulls,12,10,2,576,105.6,94.6,11,61.2,1.46,17.3,37.4,71.4,54.7,17,48.8,52.6,90.83,57.1,1091,2011
1,Oklahoma City Thunder,12,10,2,576,108.1,103.4,4.7,53.5,1.24,15.5,28.3,69.2,50.4,16.6,51.4,56.7,92.63,53.2,1110,2011
3,Los Angeles Lakers,12,8,4,581,102.1,96.9,5.2,59.5,1.31,16.9,33.9,73.8,55,17.9,48.5,52.7,91.87,54.4,1112,2011
3,Miami Heat,11,8,3,553,104.8,95.7,9.1,58,1.29,17,26.9,70.2,50.2,17.7,51.8,56.1,97.17,57.6,1116,2011
5,Atlanta Hawks,11,7,4,548,105,98.8,6.1,59.9,1.61,17,30.8,70,50.2,14.7,48.9,52.5,90.13,53.9,1029,2011
5,Denver Nuggets,11,7,4,528,106.1,99.9,6.2,62.8,1.5,18.2,25.7,72.3,49.9,16.5,52.6,57.1,97.64,56.2,1074,2011
5,Indiana Pacers,10,7,3,485,99.9,96.5,3.3,55.2,1.22,14.6,32.2,70.1,50.9,16.4,45.1,50.3,91.69,52.3,927,2011
5,Orlando Magic,10,7,3,480,107.8,102.8,5,60.2,1.49,17.2,32.3,71.1,51.7,16.2,52.1,54.6,89.3,51.6,894,2011
5,Philadelphia 76ers,10,7,3,480,105.8,91.2,14.6,55.1,1.65,17,27,69.5,50.1,13.8,51.2,54.4,93.85,60.9,939,2011
5,Portland Trail Blazers,10,7,3,480,104.6,99.9,4.7,58.7,1.64,16.6,29.1,71.9,50.1,13.8,47.8,53,95.4,54.1,957,2011
5,San Antonio Spurs,11,7,4,533,108.1,103.7,4.4,60.1,1.76,18,30.2,73.5,51.3,14.3,51.5,54.4,92.44,51.6,1027,2011
12,Dallas Mavericks,11,6,5,528,98.6,99.4,-0.9,63.3,1.46,16.8,25,76,49.4,15.5,46.9,51.8,94.36,50.3,1040,2011
12,New York Knicks,10,6,4,480,100.8,99.6,1.3,54.8,1.19,14.5,29.2,69.5,48.8,16.3,46.7,52.3,94.3,50.4,945,2011
12,Utah Jazz,10,6,4,485,99.5,101.7,-2.3,58.1,1.51,16.3,27.7,68.5,47.9,14.7,46.4,50.6,91.94,49.3,928,2011
15,Los Angeles Clippers,8,5,3,389,105.6,103.3,2.3,60.2,1.69,17.3,27.5,67.4,47.1,14,50.6,54.2,92.24,52.6,748,2011
16,Boston Celtics,9,4,5,432,102.5,102.6,-0.1,66.2,1.41,18.4,25.7,68.5,48.2,17.7,51.3,55.4,89.67,51,807,2011
16,Cleveland Cavaliers,9,4,5,437,101.6,101.6,0,55.8,1.24,15.2,32.4,69.4,50.6,16.8,48,51.9,93.31,48.7,849,2011
16,Phoenix Suns,9,4,5,432,102.1,100.1,1.9,58.2,1.55,16.7,27.1,66.2,47.3,14.7,48.2,52.1,91.94,51.2,825,2011
16,Sacramento Kings,11,4,7,528,98,106.7,-8.7,42.5,0.88,11.3,32.9,66.6,48.4,17,43.6,48.7,95.5,41.1,1048,2011
16,Toronto Raptors,11,4,7,528,97.6,103.2,-5.7,63.8,1.34,17.4,27,67.4,48.5,17.6,47.7,52,89.95,48.7,990,2011
21,Golden State Warriors,9,3,6,437,97.4,102.6,-5.2,58.7,1.3,16.1,27.2,68.9,48.3,16.7,47.6,51.3,93.64,46.7,852,2011
21,Houston Rockets,10,3,7,485,101.3,106.3,-5.1,57,1.54,16.7,29.5,70.2,49.6,14.8,48.5,51.6,92.04,46.7,930,2011
21,Memphis Grizzlies,9,3,6,432,97,101.7,-4.6,47.6,1.16,13.9,32,67.4,49.4,16.1,45.5,48.9,93.67,48.3,844,2011
21,Milwaukee Bucks,9,3,6,432,98.9,101.2,-2.2,62.2,1.56,17.3,30.3,67.9,48.2,15.4,46.5,50,94.06,47.6,848,2011
