#,Team,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Year
14,Indiana Pacers,21,11,10,0.524,49.2,94.2,33,74.5,44.3,7.1,19.8,36.1,21,26.1,80.5,10,28.6,38.6,18.4,16.7,9,5.4,5.1,22.6,0,-1.4,2004
14,Los Angeles Clippers,21,11,10,0.524,49.9,97.9,36.5,76.9,47.4,2.7,8.3,32.8,22.2,28,79.4,11.2,29.2,40.4,24.2,16.7,8,4.9,4.5,23.3,0,3.5,2004
16,New York Knicks,22,11,11,0.5,48.2,95.9,36.1,81.7,44.2,5.2,15,34.7,18.4,23.8,77.3,12.4,30.6,43,19.7,15.8,8.2,4.3,5.2,22.9,0,-1,2004
17,Portland Trail Blazers,21,10,11,0.476,48.2,90.5,33.4,79.4,42.1,4.4,13.5,32.4,19.2,25.1,76.5,13.6,29,42.6,19,15.2,8,5.9,5.4,20.5,0,-1.7,2004
18,Houston Rockets,22,10,12,0.455,48.7,86.9,32,76,42.1,6,18.3,33,16.9,21.9,77.2,10.1,30.2,40.4,19.1,15,6.5,4.4,4.4,23.3,0,-1.7,2004
19,Utah Jazz,23,10,13,0.435,48.7,95.6,36,77.1,46.6,2.3,7.8,29.6,21.4,27.9,76.6,12.3,28.5,40.9,23.7,15.7,5.8,5.2,6,26.5,0,-1.6,2004
20,Boston Celtics,21,9,12,0.429,48.7,100,36.5,80.4,45.4,4.2,13.6,30.8,22.7,29.2,77.8,11.4,29.9,41.3,20.9,15.9,8.1,5,5.3,23.7,0.1,2,2004
20,Philadelphia 76ers,21,9,12,0.429,48.7,94.7,34.4,81.1,42.5,5.5,16.5,33.5,20.3,26,77.9,12.1,29.9,42,19.4,16,8.8,3.4,5,24.8,0.1,-4,2004
22,Memphis Grizzlies,24,9,15,0.375,48,92,33.7,77.4,43.5,5.3,15,35.1,19.3,25.7,75.2,12.1,28.3,40.4,21.7,15.9,8,6,6,24.7,0,-1.1,2004
23,New Jersey Nets,21,7,14,0.333,49,85.1,30.8,73.9,41.7,3.4,9.8,35,20.1,26.8,75.1,11.3,29.8,41,17.6,18,6.3,4.8,5.6,26.7,0,-6.7,2004
23,Toronto Raptors,24,8,16,0.333,48.4,96.6,36.3,84.4,43,6.6,18.9,34.9,17.5,23.5,74.2,12.5,28.9,41.3,19.8,13.7,7.8,4.3,5,23.1,0,-2.6,2004
25,Golden State Warriors,22,7,15,0.318,48.9,93.6,35.5,85.4,41.6,4.9,15.5,31.7,17.6,25,70.5,12.4,30,42.4,21,14.2,7.5,5.1,5.8,24.5,0,-5.1,2004
26,Milwaukee Bucks,20,6,14,0.3,48.5,94.8,35.9,82.7,43.4,4.1,10.8,38,19,24.8,76.6,12.4,29.9,42.2,20.2,14,6.2,3.2,5.3,24.7,0.1,-2.7,2004
27,Chicago Bulls,21,6,15,0.286,48.5,90.4,34.2,80.4,42.6,5.9,17.9,32.7,16,22.3,71.9,12.6,30.1,42.7,21.7,17.9,7,4,5.5,24.6,0,-5.3,2004
28,Charlotte Bobcats,19,5,14,0.263,49.3,94.8,36.7,84.9,43.2,3.5,9.9,34.9,18,26.1,69,14.3,27.1,41.4,22.4,15.2,8.5,5.4,5.8,24.9,0,-5.5,2004
29,Atlanta Hawks,22,4,18,0.182,48.5,89.1,34.2,78.9,43.4,4.2,13.8,30.3,16.5,24.9,66.2,13,27.6,40.5,18.3,17.1,8,3.8,5.4,25.6,0,-10.9,2004
30,New Orleans Hornets,21,2,19,0.095,49.2,86.1,33,81.4,40.6,4.2,15.2,27.5,15.9,19.5,81.4,13.3,28,41.3,22,15.9,7.3,3.3,5.1,22.4,0,-7.2,2004
1,Detroit Pistons,20,17,3,0.85,48.5,99.8,37.2,79.9,46.5,6.4,15.5,41.4,19.1,25.6,74.4,12,29,41,24.2,11.9,7.2,5.4,4,20.7,21,8,2005
2,San Antonio Spurs,22,18,4,0.818,48.5,97.2,37.8,79.5,47.5,5.4,14.5,37.2,16.1,23,70,10.5,33.6,44.1,20.4,14.1,6.1,6,3.6,20.9,20.4,7.5,2005
3,Dallas Mavericks,23,17,6,0.739,48.9,98.8,36.2,77.9,46.5,4.7,12.4,37.8,21.7,29,74.8,13,30.3,43.4,17.3,13.9,7.5,6.1,5,23.8,23.9,4.9,2005
4,Los Angeles Clippers,22,14,8,0.636,48.7,97.9,36,78.5,45.9,3.2,9.8,32.9,22.5,27.7,81.3,9.7,34.9,44.6,19.9,14.6,5.5,6.4,4.5,24.5,23.1,2.5,2005
4,Phoenix Suns,22,14,8,0.636,48.5,102.6,40.1,87.5,45.8,8.5,23.9,35.4,14,17.8,78.8,10.4,33.3,43.7,26.2,14,6.4,6.1,3.7,21.8,20.5,6.1,2005
6,Indiana Pacers,21,13,8,0.619,48,93.1,33.4,74.3,45,6.3,17.7,35.6,20,27.6,72.4,9.9,30.4,40.3,18.6,16.2,8.2,5.3,5.2,22.7,23.2,4.1,2005
6,Memphis Grizzlies,21,13,8,0.619,48,89,32.6,74.4,43.8,7.3,19.3,37.8,16.6,24.9,66.9,10.4,29,39.4,19.1,14.1,7.5,5.9,5.9,20.9,22.8,3.8,2005
6,Milwaukee Bucks,21,13,8,0.619,48.5,98,36.9,82.9,44.5,6,14.8,40.8,18.1,25.2,71.9,13.5,30.4,43.9,21.7,15.1,7.5,3,6,24.1,23.6,-1.2,2005
9,Golden State Warriors,23,14,9,0.609,48.4,99.6,35.5,82.1,43.3,8.6,25.6,33.7,19.9,27.6,72.2,10.9,31.1,42,21.6,14,7.2,4.3,3.7,24.5,24.1,2.7,2005
10,Miami Heat,24,14,10,0.583,48.4,97.2,35.8,78.1,45.8,6.9,19,36.4,18.8,26.2,71.5,10.6,32.2,42.8,19.6,15.1,6.3,6.5,4.1,23.6,22.5,3,2005
11,Cleveland Cavaliers,21,12,9,0.571,48.5,101.2,35.7,79,45.1,6.5,18.5,35.2,23.4,29.8,78.6,12.9,29.3,42.2,18.3,14.3,7.6,5.5,4.9,21.7,23.7,3.3,2005
11,Minnesota Timberwolves,21,12,9,0.571,48.7,92.9,36,77.7,46.3,4.9,13.9,34.9,16.1,21.8,74.2,9.5,29.9,39.3,21.2,12.8,6.5,6.2,4.1,22.2,21,3.8,2005
13,Los Angeles Lakers,23,13,10,0.565,48.7,96.7,36.1,81.7,44.2,5.4,16,34,19,25.8,73.7,13,29.3,42.3,20.3,14.2,7.2,4.6,5.2,24.3,23.5,1.7,2005
14,Chicago Bulls,22,11,11,0.5,48.5,95.2,35.6,81,44,7.3,18.5,39.6,16.7,23.5,71.2,10.7,30.1,40.8,22.1,15.7,6.8,3.7,5.2,24.7,23.1,-2.4,2005
14,Denver Nuggets,24,12,12,0.5,48.4,97.2,36.5,82.3,44.4,3.3,11.6,28.3,20.8,27.7,75.2,11.9,31.4,43.3,23.4,15.8,8.5,6.5,5.8,24.3,23.7,0.9,2005
14,Philadelphia 76ers,24,12,12,0.5,48.6,102.2,37.8,82,46.1,4.2,11,37.7,22.4,29.3,76.6,11,29.6,40.6,20.4,12.6,7.8,5,5.1,21.4,24.2,0,2005
17,New Jersey Nets,22,10,12,0.455,48.5,94.6,34.1,77.2,44.2,5.3,15.6,33.8,21.1,29.2,72.4,11.6,30.5,42.2,22,14.9,6.3,3.6,4.5,24.9,24.5,-1.8,2005
17,Seattle SuperSonics,22,10,12,0.455,48.7,101.2,35.9,81.4,44.1,8.4,23.5,35.9,21,26.8,78.4,12.5,25.6,38,20.9,14.2,8.2,3.1,4.1,25.5,23.7,-3.5,2005
19,New Orleans/Oklahoma City Hornets,23,10,13,0.435,48.4,91.7,33.8,77.3,43.7,3.4,11,31.3,20.7,27.8,74.6,11,29.4,40.4,18.4,14.7,7.6,3.3,5.8,22.1,24.6,-3,2005
19,Sacramento Kings,23,10,13,0.435,48,99.3,36.5,78,46.8,5.2,14.3,36.6,21.1,26.9,78.5,9.4,28.6,38,24.1,14.8,7.1,3.3,4.4,21.4,23.7,0,2005
19,Utah Jazz,23,10,13,0.435,48.4,87.8,31.8,76.3,41.6,3.9,12.5,31.3,20.3,28.4,71.5,14.2,29.7,43.9,20,16.3,5.8,6,6.3,25.8,26.3,-2.6,2005
22,Houston Rockets,21,9,12,0.429,48.2,89.4,31.3,73.1,42.9,5.8,16.1,36,20.9,26.9,77.7,10.4,31.4,41.8,17.4,15.6,6.8,4.3,4.3,23.8,23.2,-0.6,2005
22,Orlando Magic,21,9,12,0.429,48.5,87.7,32.2,74.3,43.4,4.5,11,41.1,18.7,25.8,72.3,11.7,29.7,41.3,17,16.2,6.4,4.3,4.6,22.7,22.5,-3.7,2005
22,Washington Wizards,21,9,12,0.429,49,99.4,35.6,82.8,43,5.9,17.8,32.9,22.3,30.2,73.7,12.6,29.7,42.3,19,13.7,8,4.4,4.8,22.7,24.3,0.5,2005
25,Boston Celtics,22,9,13,0.409,48.5,96.3,35.6,77.2,46.1,5.1,13.4,38.1,19.9,26.2,75.9,10.5,29.4,39.9,21.1,16.9,6.6,5.6,4.9,25.9,23,-2.1,2005
26,New York Knicks,22,6,16,0.273,48.5,92.7,34.4,77.7,44.2,3.1,8.8,35.8,20.8,29.4,70.8,13.3,29.1,42.4,17.7,18.1,7.5,3.9,6.2,25.6,24.3,-4.6,2005
26,Portland Trail Blazers,22,6,16,0.273,48.2,86.1,33,74.9,44,3.7,11.5,31.9,16.5,25,66,11.1,27.2,38.3,16.5,15.5,5.9,6.7,5.5,22.4,22.6,-9.9,2005
28,Charlotte Bobcats,23,6,17,0.261,48.7,96.4,35.3,84.1,42,4.3,13.7,31.5,21.4,29.3,73.3,14,28.1,42.1,20.3,15.1,10.9,5,5.4,25.4,24.7,-2.3,2005
29,Atlanta Hawks,22,5,17,0.227,48,92.9,34.5,77.7,44.4,4.1,10.2,40,19.8,27,73.3,13.5,27,40.5,17.1,16.9,7.5,4.7,6,25.2,23.6,-6.5,2005
30,Toronto Raptors,23,4,19,0.174,48.4,96.2,35.3,80.7,43.8,6,18.2,32.8,19.7,25,78.7,10.6,27.9,38.4,19.9,14,6.3,2.5,4.5,24.3,22.7,-7.6,2005
1,Utah Jazz,22,17,5,0.773,48.2,103,39,80.1,48.7,4.1,12.8,32.3,20.8,27.5,75.6,12.6,31.5,44.1,25,16.1,6.5,4.8,5.8,27,23.3,4.4,2006
2,San Antonio Spurs,24,18,6,0.75,48.4,100.2,37.6,78.7,47.8,7.5,18.3,40.9,17.5,23.4,75,9.5,31.6,41,22.9,14.3,6.7,4.4,4,19.5,21,9.9,2006
3,Phoenix Suns,21,15,6,0.714,49,111.1,41,83,49.4,9.5,24.2,39.4,19.7,24,82.1,8.7,32.3,41,26.3,15.8,6.9,5,3.9,23,23.2,6.5,2006
4,Dallas Mavericks,22,15,7,0.682,48,98,35.3,77.2,45.7,6.7,18.1,36.9,20.8,26,79.9,11.2,30.5,41.6,18.9,15,6.5,5.7,3.8,23.8,23.1,3.6,2006
4,Los Angeles Lakers,22,15,7,0.682,48,101.9,37.2,77.3,48.1,6.8,19.7,34.6,20.7,28.5,72.6,10.9,29.3,40.1,23.1,17.5,7.2,5,4.7,22,25.3,3.3,2006
6,Houston Rockets,22,14,8,0.636,48,94.6,34,77.1,44.1,8.5,23.5,36.2,18.1,23.9,75.9,11,33.5,44.5,20.6,16.6,6.6,5,4.4,21.6,21.5,5.4,2006
7,Cleveland Cavaliers,21,13,8,0.619,48.2,95.7,35.3,78.8,44.8,6.5,18.3,35.4,18.5,26.5,70,12.1,31.6,43.7,20.8,14.7,5.6,4.8,4.2,22.5,22.7,2.9,2006
7,Detroit Pistons,21,13,8,0.619,48,96,35,78,44.8,6.9,18.1,37.9,19.2,24.5,78.4,11.2,29.3,40.6,20.3,12,6,5.9,3.6,21.1,20.7,1.5,2006
9,Denver Nuggets,20,12,8,0.6,48,107.5,39.8,85.4,46.6,5.5,17.8,30.7,22.4,29.9,74.9,13.8,30.2,44,25.2,17.6,9.5,4.6,5.9,23.6,25.3,2.6,2006
9,Orlando Magic,25,15,10,0.6,48,93.2,35,74,47.3,3.6,11.1,32.7,19.6,28.3,69.3,11.2,29.6,40.8,17.6,17.4,7,5.2,4.8,23,22.5,0.2,2006
11,Chicago Bulls,22,12,10,0.545,48,99.3,37.3,80.6,46.2,6.3,16.4,38.3,18.5,26.1,70.9,12,29.8,41.8,22.4,15.7,8.3,4.8,5.5,23.7,23.7,4.5,2006
12,Golden State Warriors,23,12,11,0.522,48,106.4,40.1,83.6,48,8.1,22.1,36.8,18.1,25.9,69.9,10.5,28.9,39.4,24.8,15.5,8.2,6.5,4,22.7,22.9,0.5,2006
13,Indiana Pacers,24,12,12,0.5,48,95.2,34.6,79.2,43.7,6.8,18.4,37,19.2,25.8,74.3,11.7,29,40.7,21.6,17.1,7.7,6.2,5.3,23,23.2,-2.9,2006
13,Minnesota Timberwolves,20,10,10,0.5,48,92.5,35.6,76.2,46.7,3.6,11.5,31.4,17.8,22.2,80,9.2,29.9,39.1,21.1,16.9,7.7,5.3,4,21.6,20.6,0,2006
15,Los Angeles Clippers,21,10,11,0.476,48.2,95.3,35.3,78.6,44.9,2.9,9.9,29.5,21.8,28.7,75.8,11.4,30.5,42,19.5,15.1,6.6,5.7,4.6,22.8,24,-2.3,2006
15,New Orleans/Oklahoma City Hornets,21,10,11,0.476,48,91,34.9,80.2,43.5,4.4,14,31.4,17,24.8,68.3,13,30,43,17.1,15.5,6.7,3.5,5.1,21.2,22.5,-3,2006
15,Washington Wizards,21,10,11,0.476,48.2,102.7,36.8,81.7,45,6.6,18.1,36.2,22.6,29.6,76.3,11.5,28.9,40.4,19.4,13.9,7.8,5.1,5.2,22.8,23.7,0.3,2006
18,Sacramento Kings,20,9,11,0.45,48.3,99.5,35.4,80.1,44.2,5.4,17.8,30.3,23.4,29.5,79.2,11.2,29.8,40.9,19.5,15.9,8.5,3.3,5,22.3,24.2,-0.2,2006
19,Seattle SuperSonics,23,10,13,0.435,48.2,99.7,37.3,81.3,45.8,5.8,17.7,33,19.3,24.1,80,12.3,27,39.3,20.1,16.1,8.7,3.9,4.3,22.8,20.9,0,2006
20,Miami Heat,21,9,12,0.429,48.5,93,34.2,78,43.9,4.9,16.6,29.6,19.7,27.2,72.4,10,32.1,42.1,19.1,15.4,5.7,5.5,4.5,22.5,23,-5.1,2006
20,New Jersey Nets,21,9,12,0.429,48.7,99.5,36.2,77.7,46.6,5.9,17.3,34.1,21.1,28.2,75,10.4,32.4,42.8,23.3,16,5.5,3.4,5.2,23,24.1,-0.3,2006
22,Portland Trail Blazers,24,10,14,0.417,48.2,92.5,33.4,74.1,45,4.8,14.6,32.8,20.9,26.7,78.4,10.6,27.3,37.9,17.3,15.7,6.5,4.8,5,24.4,22,-4.8,2006
23,Milwaukee Bucks,22,9,13,0.409,48.2,100,37.9,80.6,47,5.4,16.9,31.7,18.9,25.2,74.9,10.4,26.4,36.8,21.9,15,7.1,2.3,5.7,22.5,22.9,-3.4,2006
24,Atlanta Hawks,21,8,13,0.381,48.7,95.2,34.4,79,43.6,6,17.7,33.9,20.3,27,75.4,11.7,28.3,40,17.4,16.8,7.5,5.1,5.1,24.7,23.7,-3.1,2006
24,Boston Celtics,21,8,13,0.381,48.2,99.7,35.4,77.7,45.6,6.3,16.8,37.7,22.6,29.8,75.7,10,31.1,41,20.7,16,6.4,5.2,5,25.5,24,0.1,2006
26,New York Knicks,24,9,15,0.375,48.6,98.7,36.1,78.8,45.8,5,15.7,32.2,21.4,29.8,71.8,12.8,31.1,43.9,19,16.6,6.7,3.5,5.2,25.7,23.8,-1.8,2006
27,Toronto Raptors,22,8,14,0.364,48,96,36,81.7,44.1,5.5,18.1,30.3,18.4,23.4,78.8,10,29.6,39.6,20.1,13.3,6.7,3.8,4.5,21.6,21.3,-3.1,2006
28,Charlotte Bobcats,22,6,16,0.273,48.5,91.4,34.2,79.1,43.2,3.8,12.1,31.2,19.2,26.5,72.6,10.7,29.5,40.2,20.7,16.2,7.5,5.3,4.7,23.9,22.2,-7.2,2006
29,Philadelphia 76ers,21,5,16,0.238,48.2,95,34.9,78.4,44.5,4,11.2,35.3,21.2,27.6,76.9,10.9,27.5,38.3,19.3,15.6,8.1,5.3,4.2,23.3,23.3,-5.4,2006
30,Memphis Grizzlies,22,5,17,0.227,48.7,92.5,32.8,76.4,42.9,5.7,15.6,36.4,21.3,28.2,75.5,11.2,27.5,38.7,17.5,15.6,7,3.8,5.8,22.2,25.1,-3.3,2006
1,Boston Celtics,21,19,2,0.905,48.5,101.2,35.9,74.9,47.9,7.4,19.3,38.3,22.1,28.2,78.4,9.2,32.9,42.1,23.1,15.6,9.5,4.4,4.7,21.2,23.1,14.2,2007
2,San Antonio Spurs,22,17,5,0.773,48,100.5,37.4,79.2,47.2,8.5,21,40.4,17.1,22.3,76.9,9.4,31,40.5,22.4,12.3,6.5,4,4.3,19.2,20.4,7.4,2007
3,Phoenix Suns,23,17,6,0.739,48,110,42.5,86.2,49.3,8.6,23.5,36.6,16.5,21,78.3,8.8,32.2,41,27.8,14,8.1,6.3,3.7,18.3,19.4,5.3,2007
4,Orlando Magic,24,17,7,0.708,48.4,103.1,36.3,79,45.9,9.4,26.7,35.1,21.2,30,70.6,9.1,35,44,21.3,15.7,6.4,4.8,4.1,21.1,24.4,5.1,2007
5,Detroit Pistons,23,16,7,0.696,48,99.3,37.3,80,46.7,5.5,16,34.2,19.2,25.7,74.9,11.9,29.6,41.4,23.6,11.8,6.4,5.5,3.6,20.5,20.9,8,2007
6,Denver Nuggets,22,14,8,0.636,48,107,38.6,84.1,45.9,6.4,18.7,34.2,23.3,31.4,74.2,10.9,33.5,44.4,23.9,16.6,10.2,6.4,4.4,22.2,25.3,5,2007
7,Dallas Mavericks,24,15,9,0.625,48.2,101.6,36.5,78.5,46.5,5.7,16.6,34.3,22.9,27.6,83,10.5,31.6,42.1,20.5,12.7,5.5,5.3,3.9,22.6,22.5,3.2,2007
8,New Orleans Hornets,23,14,9,0.609,48.7,96,36.2,82.5,43.8,7.2,19.3,37.2,16.4,20.9,78.8,11.4,31.3,42.8,20,13.4,7.5,3.9,4.4,20.2,19.6,1.7,2007
9,Los Angeles Lakers,22,13,9,0.591,48,106.9,38.3,81.8,46.8,7.1,19.9,35.8,23.2,30.2,76.8,11,33.9,44.9,23.2,16.4,9,4.9,5,22.1,23.6,4.4,2007
10,Toronto Raptors,24,14,10,0.583,48.2,98.8,37.5,82.9,45.2,8.1,18.7,43.5,15.8,19.1,82.8,10.4,30.9,41.3,23.1,12.4,6.7,4.1,4.9,20.5,17.9,4,2007
11,Golden State Warriors,23,13,10,0.565,48.4,109,40.5,90.7,44.7,9.7,27.7,35.2,18.2,25.2,72.2,13,30.3,43.3,22.7,13.3,9.3,4.7,5.7,23.6,21.7,2.1,2007
12,Washington Wizards,22,12,10,0.545,48.5,102,37.9,83.5,45.3,6.1,17.9,34.3,20.1,25.5,78.8,12.9,31.3,44.2,20.1,14.1,7.6,5.2,4.2,19.4,21,1.8,2007
13,Utah Jazz,24,13,11,0.542,48,105.3,39.9,81.8,48.8,3.8,11.3,33.7,21.7,28.9,75,12.8,29.4,42.2,25.9,16,9.3,4.1,6.2,24.5,23.5,4.8,2007
14,Houston Rockets,23,12,11,0.522,48,94.3,35.9,81.1,44.2,6.1,19,32,16.4,22.8,72,12.4,31.8,44.2,20.6,14.4,7.5,5.1,4.5,20.9,20.4,1,2007
15,Indiana Pacers,23,11,12,0.478,48.2,103.8,38.3,86.9,44.1,7.9,22.3,35.3,19.3,25.7,75.3,12.2,33.2,45.3,23.4,16,7.7,5.6,5.6,25.1,22.6,-1.3,2007
15,Portland Trail Blazers,23,11,12,0.478,48.2,94.6,35.4,76.7,46.1,5.9,15.7,37.6,17.9,23.8,75,9.3,29.5,38.8,20.9,15.1,5.8,4.7,3.4,20.4,21.9,-3,2007
17,Atlanta Hawks,22,10,12,0.455,48.5,92.4,33.7,78,43.3,4,13,30.9,21,27.2,77.1,12,29.5,41.5,19.5,15.1,7.9,5.7,5.5,20.4,21.6,-1.6,2007
18,Cleveland Cavaliers,23,10,13,0.435,48.4,97,35.8,81.3,44.1,7.3,19.7,37.4,18,25,71.7,12.1,30.7,42.9,19,15.7,7.3,4.7,5.3,22.7,19.5,-4.5,2007
18,New Jersey Nets,23,10,13,0.435,48.4,90.8,31.9,75.1,42.4,5.5,17.5,31.6,21.5,28.8,74.7,10.7,30,40.7,22.3,16.2,6.6,4.7,4,23.7,23.7,-5.7,2007
20,Los Angeles Clippers,22,9,13,0.409,48,94.5,33.3,78.6,42.3,5.5,15.6,35.6,22.4,28.5,78.5,9.7,32.7,42.4,20.8,15.9,6.9,5.4,5.3,22.5,22.4,-3.7,2007
20,Milwaukee Bucks,22,9,13,0.409,48.2,95.2,36.3,80.1,45.3,5,15,33.4,17.5,23.7,74.1,12,29.2,41.2,21,15.6,6.4,4.5,5.6,22,22,-4.9,2007
20,Sacramento Kings,22,9,13,0.409,48.5,99.2,35.6,78.9,45.1,5.3,15.3,34.7,22.7,28.4,80.1,10.3,29,39.3,17.2,16,8,3.7,5.4,22.7,24.5,-2.9,2007
23,Philadelphia 76ers,23,9,14,0.391,48.4,93.5,35.9,79.2,45.3,4.4,13.3,33.1,17.3,24.6,70.3,12.8,29.3,42.1,20.8,16.1,7.6,5.3,4.2,21.1,20.4,-0.8,2007
24,Charlotte Bobcats,21,8,13,0.381,48.2,92.2,34.2,78.4,43.6,6.2,17.3,35.8,17.7,25.9,68.2,12,28,40,19.6,16.1,7.8,4.7,5.9,23.7,21.5,-6.1,2007
24,Chicago Bulls,21,8,13,0.381,48.2,92,35,85.3,41,5.1,15.9,32,17,22.3,76.3,14,30,44,21.2,15.1,7.7,4.8,5.9,21.4,21.5,-3.6,2007
26,Seattle SuperSonics,24,7,17,0.292,48.4,99.1,37.6,85.5,44,4.5,13,34.2,19.5,25.3,76.8,11.7,33.5,45.2,20.3,17.3,7.3,5.1,5.3,22.4,21,-6.6,2007
27,Memphis Grizzlies,22,6,16,0.273,48.5,102.6,37.2,80.3,46.3,8,20.9,38.3,20.2,26.3,77,10,32.2,42.2,20.9,15.9,5.5,5.1,5.1,19.5,23.3,-2.6,2007
27,Miami Heat,22,6,16,0.273,48,93.1,35.5,76.6,46.3,5,14,35.4,17.1,25.1,68.2,9.1,30.4,39.5,19.7,15,7.1,5.1,3.8,20.1,21,-4.8,2007
27,New York Knicks,22,6,16,0.273,48.5,93.7,34.9,81.1,43,5.4,16.2,33.1,18.5,26.4,70.3,12.6,29,41.5,17.4,15.6,6.6,2.7,6.3,22.3,22,-8.7,2007
30,Minnesota Timberwolves,21,3,18,0.143,48,92.8,36.2,82.8,43.8,5.6,16.4,33.9,14.8,20.5,71.9,12.7,28.6,41.3,18.6,16.2,7.6,4.7,5.5,24.1,18.2,-8.5,2007
1,Boston Celtics,24,22,2,0.917,48.4,100.8,36.2,76,47.6,5.8,16.1,36,22.7,30,75.8,10.7,32.5,43.3,21.4,16,8.5,4.9,4.3,23.2,24.5,10.4,2008
2,Los Angeles Lakers,23,20,3,0.87,48,108,40,84.5,47.3,6.7,17.7,38,21.3,28.1,75.9,12.8,33.2,46,23.4,14.3,9.6,5.7,4.2,20,22.8,10.7,2008
3,Cleveland Cavaliers,24,20,4,0.833,48,102.7,37.9,79.6,47.6,6.8,20,33.7,20.1,25.8,78.2,11.6,30.9,42.5,21.1,12.9,7.9,6,3.5,20.9,21.2,12.7,2008
4,Orlando Magic,24,18,6,0.75,48.2,100.5,35.6,78.2,45.5,9.3,25.3,36.6,20.1,28,71.7,9.9,31.6,41.5,18.2,14.6,7.5,6.5,4,20,23.4,5.1,2008
5,Denver Nuggets,23,16,7,0.696,48.2,103.9,36.9,78.8,46.9,6.1,17.3,35.3,24,31.3,76.6,10.2,31.4,41.7,23.4,15.7,9.5,6.7,6,22.3,24,5.7,2008
6,San Antonio Spurs,23,15,8,0.652,48.9,97.4,36.8,78.8,46.7,8.2,20.6,39.7,15.6,20.7,75.4,8.9,32,40.9,22,12.6,4.8,3.8,4.2,18.8,19.7,3.5,2008
7,New Orleans Hornets,20,13,7,0.65,48,97,35.4,76.5,46.3,7.8,19.2,40.7,18.4,22.4,81.9,9.9,29.2,39,20.9,13.4,8,4.1,3.8,21.5,21.2,4.6,2008
8,Houston Rockets,24,15,9,0.625,48.2,96.8,34.4,79.8,43.1,6.9,18.5,37.5,21,25.6,82.1,11,32.8,43.9,19.3,13.8,6.5,3.6,6.5,18.7,21.6,3.4,2008
9,Atlanta Hawks,23,14,9,0.609,48,97,35.2,77.9,45.2,8.7,22.3,38.9,18,23.9,75.3,10.5,29.9,40.4,20.5,13.9,7.1,5.3,4.6,20,20.5,1.5,2008
10,Portland Trail Blazers,25,15,10,0.6,48.6,98.3,36.4,79.6,45.7,8.2,20.7,39.4,17.3,22.5,77,13.3,28.2,41.5,21,13.1,6.5,5.6,3.2,20.5,20.4,3.1,2008
10,Utah Jazz,25,15,10,0.6,48,99.8,37.5,78.3,47.9,4.6,13,35.2,20.2,26.6,76.1,11.9,29.5,41.4,24.9,16.2,9.3,4.5,5.3,22.1,23.3,3.8,2008
12,Dallas Mavericks,22,13,9,0.591,48.7,101.2,38.4,84.6,45.3,6.5,19.3,33.5,18,22.8,79.1,11.8,34,45.8,21.4,13.5,7.2,4.9,4.8,19.3,20,2.7,2008
12,Detroit Pistons,22,13,9,0.591,48,96.2,36,78.4,45.9,5.6,14.6,38.5,18.6,24.5,76,10.3,29,39.2,21.4,12.9,6.9,5.1,4.3,21.4,21.2,-0.4,2008
14,Phoenix Suns,24,14,10,0.583,48.2,102.2,38,75.8,50.1,6.9,17.8,38.6,19.4,26,74.4,9,30.9,39.9,20.7,16.4,6.6,4.9,4.3,20.6,21.8,0,2008
15,Miami Heat,23,12,11,0.522,48.2,97.4,36.6,82.2,44.5,7,20.6,33.8,17.3,23.3,74.3,11.6,28.7,40.2,19.8,12.3,8.3,6,4.4,21.2,20.2,0.2,2008
16,New Jersey Nets,22,11,11,0.5,48.5,100.8,36,80.8,44.5,7.8,20.9,37.4,21.1,27.1,77.9,11.3,29.5,40.8,18.5,13.5,6.3,4.9,5.3,24.7,21.6,-2.8,2008
17,Chicago Bulls,23,11,12,0.478,48.2,99.3,36.9,83.8,44,5.8,15.7,37,19.7,24.4,80.6,11.8,30.8,42.7,19.7,15.5,8,5.7,5.8,22.2,20.4,-1.9,2008
17,New York Knicks,23,11,12,0.478,48.2,105,38.5,87.2,44.2,10.8,29.5,36.7,17.1,21.5,79.8,11,32.3,43.3,22.6,15.5,7.2,1.9,5.3,19.7,18.5,-1.8,2008
19,Toronto Raptors,23,10,13,0.435,48.4,97,35.3,78.3,45.1,6.6,17,38.8,19.8,23.5,84.4,8.3,30,38.3,22.9,14.2,6.2,5.5,5.1,18.7,21.4,-3.8,2008
20,Philadelphia 76ers,24,10,14,0.417,48.2,93.8,36.1,82.6,43.7,3.8,12.7,29.9,17.8,23.8,74.7,13.9,31.1,45,19.6,15.9,7.3,5,5.6,19.8,19.7,-1.1,2008
21,Milwaukee Bucks,25,10,15,0.4,48.6,96.9,36,82.6,43.6,5.1,14.5,35.1,19.8,25.8,76.6,13.4,30.2,43.6,20.6,16.2,6.6,3.7,5.6,25.6,23.2,-2.6,2008
22,Memphis Grizzlies,24,9,15,0.375,48.2,95.3,35.7,77.8,45.8,4.8,13.7,35,19.1,25.2,76,10.1,28.8,38.9,16.4,14.5,7.6,4.3,4.4,22.3,21.6,-3.8,2008
