#,Team,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Year
1,San Antonio Spurs,22,19,3,0.864,48.5,107,38.7,82.3,47,9,21.8,41,20.6,26.1,79,10.6,31.3,41.9,23.8,13.9,9.1,4.8,5.1,18.5,21.5,9.6,2010
2,Boston Celtics,23,19,4,0.826,48.7,100.7,38.9,76.4,50.9,5.1,13.2,38.6,17.8,24,74.4,7.7,32,39.7,25.9,14.7,8.1,4.6,3.8,21,21.3,9.7,2010
2,Dallas Mavericks,23,19,4,0.826,48,98.7,36.8,77.2,47.7,6.8,19,35.9,18.3,23.3,78.2,9.2,32.9,42.1,23.6,14.1,7.5,4.8,3.4,18.6,19.9,6.1,2010
4,Los Angeles Lakers,23,16,7,0.696,48,106.7,39.5,85.3,46.4,7.9,20.3,38.8,19.8,24.5,81,12.6,31.8,44.4,23.2,13.9,8.5,5.3,5.2,20.1,21,7.9,2010
5,Miami Heat,25,17,8,0.68,48.2,101,36.4,76.4,47.7,6.4,16.3,39.1,21.7,28.6,75.9,9.6,32.9,42.6,20.6,13.3,6.8,5,2.6,21.1,22,9.7,2010
5,Utah Jazz,25,17,8,0.68,48.6,101.1,37.7,80.6,46.8,5.4,15.6,34.4,20.3,25.4,80,10,29.4,39.4,24,13.4,7.9,5.4,4.7,23.6,22.4,3.7,2010
7,Oklahoma City Thunder,24,16,8,0.667,49,103.1,35.8,80.3,44.6,4.8,15.1,31.7,26.6,31,85.9,10.4,31,41.4,18.8,14.3,8.6,5.8,4,22.1,22.8,0.2,2010
8,Orlando Magic,23,15,8,0.652,48,97.1,35.4,75.7,46.7,8.6,24,35.9,17.7,25.8,68.7,9.9,31.8,41.7,18.3,15,5.9,4.6,4.2,19.9,22.8,4.9,2010
9,Atlanta Hawks,25,16,9,0.64,48.2,98.8,37.4,79.2,47.2,6,16.4,36.6,17.9,23,78,9.8,30.7,40.4,23.8,13.4,6,4.7,4.5,19.8,20.2,2.7,2010
10,Chicago Bulls,22,14,8,0.636,48.9,100,38,82.7,45.9,5.8,16,36.5,18.2,25.7,70.8,12.4,32.2,44.5,22,15.9,8.3,6.1,6.3,21.2,20.7,2.6,2010
10,Denver Nuggets,22,14,8,0.636,48,105.8,36.5,80.1,45.6,8.2,21.2,38.8,24.5,31.5,77.9,9.7,31.5,41.2,21.1,14.9,7.5,4.1,6.4,22.1,23.5,2,2010
10,New Orleans Hornets,22,14,8,0.636,48,94.7,35.5,76.8,46.2,6,16,37.3,17.8,23.7,75.2,8.6,31.5,40,21.4,13.8,8.1,4.6,4.6,21.7,21,2.7,2010
13,New York Knicks,24,15,9,0.625,48.4,107.7,38.4,82.3,46.6,8.9,24.5,36.5,22,27.3,80.7,10.5,30.9,41.4,21,15.4,7.9,6.8,3.6,21.8,22.5,1.9,2010
14,Portland Trail Blazers,23,12,11,0.522,48.2,95.5,35.3,81.1,43.5,5.9,17.7,33.3,19,23.5,80.9,13.1,26.8,39.9,20.7,13.7,8.4,4.5,4.5,21.3,22.2,0.5,2010
15,Indiana Pacers,22,11,11,0.5,48.2,99.6,36.7,81.8,44.9,9,24.6,36.7,17.1,21.9,78.4,9.3,33.6,43,21.9,15.6,6.8,6.8,6,23,21,2.2,2010
16,Phoenix Suns,23,11,12,0.478,49.1,108.1,39.7,82.9,47.8,8.5,22.8,37.2,20.3,27,75.4,10.8,28.2,39,22.4,14.8,7,3.9,4.3,20.9,24,-1.4,2010
17,Memphis Grizzlies,24,10,14,0.417,48.8,100.2,39.1,83.4,46.9,4.5,13.5,33.7,17.4,23.5,74.2,11.2,28.6,39.8,19.8,15.1,9.1,5,5.8,21.8,21,-1.9,2010
18,Milwaukee Bucks,22,9,13,0.409,48.2,91.5,32.7,80.4,40.7,5.4,17,31.9,20.6,28,73.7,12.3,31,43.3,17.6,13.9,6.8,4.9,5.1,21.3,24.5,-1.5,2010
19,Houston Rockets,23,9,14,0.391,48.4,104.9,37.5,82.2,45.6,7.7,20,38.6,22.2,27.9,79.6,10.6,31.3,41.9,23.1,15.1,6.9,4.9,5.6,21.1,23.1,0,2010
20,Toronto Raptors,24,9,15,0.375,48,102.9,38.7,82.8,46.8,5.1,15.2,33.7,20.3,26.9,75.5,12.3,29.3,41.7,20.6,15.2,7.4,3.3,5.3,22.3,22.1,-2.6,2010
21,Charlotte Bobcats,23,8,15,0.348,48.2,93.6,34.7,76.1,45.5,5.6,16,35.1,18.7,24.7,75.5,10.4,31.1,41.6,21.3,17.1,6.6,6.2,6.6,20.9,21.2,-3.4,2010
21,Golden State Warriors,23,8,15,0.348,48,100.6,39.1,86.7,45.1,7.9,20.4,38.5,14.6,20,72.7,13.3,28.4,41.7,22.2,15.8,9.5,4.2,5.5,23.3,17.7,-6.3,2010
23,Philadelphia 76ers,22,7,15,0.318,48.5,98.5,37.3,80.9,46.1,5.6,14.9,37.6,18.2,24.2,75.4,10.4,31.3,41.7,22.4,13.8,7.4,4.5,4.6,22.3,19.7,-0.5,2010
24,Cleveland Cavaliers,23,7,16,0.304,48,93.9,34.8,81,43,6.3,18.1,34.6,18,24,75,9.2,30.2,39.3,20.6,13.2,6.1,3.4,5.6,19.3,20.7,-8.8,2010
25,Detroit Pistons,25,7,18,0.28,48.8,94.4,35.6,80.2,44.3,5.8,15.3,38,17.4,23.7,73.5,10.9,27.9,38.8,19.1,13.8,6.4,4.1,5.1,20.1,20,-6.5,2010
26,Washington Wizards,22,6,16,0.273,48.7,98,36.8,82.3,44.7,5.7,17,33.7,18.7,24.6,75.8,12,27,39,20.5,16.6,8.7,6,4.8,23.5,20.8,-8.4,2010
27,New Jersey Nets,23,6,17,0.261,49.1,93.4,34.1,78,43.7,5.8,16.3,35.6,19.4,25,77.7,9.8,30.7,40.5,18.7,14.2,4.9,4.4,4.4,22.8,20.1,-5.7,2010
28,Minnesota Timberwolves,24,6,18,0.25,48.2,101.8,37.8,87,43.5,7.2,18.4,39.1,18.9,24.8,76.1,14.2,31.5,45.8,18.8,17.5,6.9,6.4,6.5,24,21.7,-7.4,2010
29,Sacramento Kings,21,5,16,0.238,48,94.4,35.9,82.8,43.3,5.2,16.3,32.2,17.4,24.8,70.2,13.5,29.2,42.7,18.8,14.9,6.4,5.1,5,23.5,21.3,-6.8,2010
30,Los Angeles Clippers,24,5,19,0.208,48.6,96.3,35.7,79.3,45,6,18.1,33.1,18.9,27.1,69.7,12.1,30.5,42.5,21,17.2,7.2,4.5,5.7,22.5,22.8,-5.8,2010
1,Oklahoma City Thunder,20,16,4,0.8,48,100.4,36.1,76.3,47.3,6.5,18.3,35.6,21.7,27,80.2,9.8,33,42.8,18.4,16.9,7.5,6.9,4.7,20.5,20.7,5.3,2011
2,Chicago Bulls,23,18,5,0.783,48,96.9,37.5,81.8,45.9,5.3,14.8,36.2,16.5,22.4,73.4,13.4,31.9,45.3,22.3,14,7.3,6.2,4.8,17.4,18.1,9.4,2011
3,Miami Heat,21,16,5,0.762,49.2,104,38.7,79.6,48.6,5.6,14.6,38.2,21.1,27.7,76.4,10,32,42,21.4,16.1,9,5,4.5,21.1,22.8,7.9,2011
4,Atlanta Hawks,22,16,6,0.727,49.1,97.6,37,81,45.6,7,17.5,40.4,16.6,22.7,73.2,10.2,32.1,42.3,22.4,14,8.2,5.1,4.9,17.7,19.8,7,2011
5,Philadelphia 76ers,21,15,6,0.714,48.5,97.5,38.4,82.7,46.5,6.3,16.5,38.3,14.3,19.8,72.3,9.4,34.3,43.8,22.2,11.4,9.1,4.9,4.6,17.6,17.5,11.4,2011
6,Indiana Pacers,20,14,6,0.7,48.3,93.8,34.3,80.3,42.7,5.4,14.3,37.5,19.9,25,79.8,12.6,32.2,44.8,18,15.7,8.8,5.5,5.7,20.9,21.2,3,2011
7,Denver Nuggets,21,14,7,0.667,49,105.4,38.6,80.3,48.1,6.9,20.3,33.8,21.3,28.6,74.4,9.4,33.1,42.5,24,16.4,9.7,5,6.3,18.5,24,6.2,2011
7,Los Angeles Clippers,18,12,6,0.667,48.3,98.6,36.6,79.7,45.9,7.9,21.3,37.1,17.6,26.6,66,10.9,29.4,40.3,21.8,14.1,8.2,5.7,4.1,21.1,23.2,2,2011
9,Dallas Mavericks,22,14,8,0.636,48.2,94.7,35.8,80.9,44.2,7,21.8,32.1,16.2,22.1,73.1,10.5,32.6,43,21.3,14,9.2,5,4.1,19.9,18.6,4.1,2011
10,Utah Jazz,19,12,7,0.632,48.8,96.8,36.6,81.3,45,3.9,13.3,29.4,19.7,26.7,73.8,11.9,31.3,43.2,20.2,13.8,8.4,6.5,5.8,22.1,21.8,1.2,2011
11,Los Angeles Lakers,22,13,9,0.591,48.2,93.6,35.9,78.5,45.7,4.8,16.2,29.4,17.1,22.9,74.6,11.2,33.1,44.3,21.9,14.9,5.6,5.2,3.6,19.2,20.2,3,2011
11,San Antonio Spurs,22,13,9,0.591,48.7,97.9,38.1,82.8,46,7.8,20.3,38.6,13.8,19.3,71.5,10.1,31.4,41.5,23.2,14,7,4.2,5.3,17,18.5,3.3,2011
13,Houston Rockets,21,12,9,0.571,48.7,98.7,38.4,85.3,45,6.8,20.7,32.7,15,19,79.4,12.5,31.8,44.3,21,14.6,7.4,5,5.3,20.5,17.2,1.7,2011
13,Orlando Magic,21,12,9,0.571,48.2,91.2,33,76,43.4,9.3,24,38.6,16,25.4,63.1,11,32,43,19.6,15.5,6.4,4.1,4.3,18.6,21.9,0.4,2011
13,Portland Trail Blazers,21,12,9,0.571,48.2,97,36.2,83.1,43.6,5.9,19,30.8,18.6,23.8,78.2,11.4,32.1,43.6,21.4,14,8.4,5,5,20.7,21.4,4.5,2011
16,Memphis Grizzlies,21,11,10,0.524,48.2,93.6,36.5,81.9,44.5,3.6,11,32.3,17,22.9,74.4,11.7,30.3,42,18.9,15.3,10.5,4.9,5.5,19.8,20,1.3,2011
17,Boston Celtics,20,10,10,0.5,48,89.8,34.1,74.5,45.7,5.9,14.2,41.5,15.8,21,75.4,8.8,29.5,38.2,21.7,15.6,6.6,5.4,5.6,20.7,19.8,1.8,2011
18,Minnesota Timberwolves,21,10,11,0.476,48,96.6,34.8,80.3,43.4,7,20.6,34,20,26.4,75.6,11.9,31.6,43.4,18,15.5,7.9,4.2,5.8,19.4,22.1,1.8,2011
19,Milwaukee Bucks,20,9,11,0.45,48,94.3,36.3,83.5,43.4,6.6,20.4,32.4,15.2,19.2,78.9,11.7,29.2,40.9,21.7,14.9,8.2,4.7,5.3,20.7,19.2,-0.3,2011
20,Cleveland Cavaliers,20,8,12,0.4,48.3,93.6,34.9,80.3,43.4,6.9,19,36.3,17,24.5,69.4,12.3,29.6,41.9,19.9,17,8.1,4.6,6.1,20.7,21.3,-3.3,2011
21,New York Knicks,21,8,13,0.381,48.5,94.6,33.8,80.1,42.1,7.4,23.5,31.4,19.7,25.2,78.1,10.8,31.1,41.9,18.9,17,9.6,4.3,5,22.4,22,-0.5,2011
22,Golden State Warriors,19,7,12,0.368,48.3,96.2,37,80.9,45.7,7.4,19.9,36.9,14.8,20.5,72.2,9.8,30,39.8,22.8,15.2,8.9,5.2,4.3,23.9,17.6,-3.1,2011
23,Phoenix Suns,20,7,13,0.35,48,91.6,35.4,80.5,43.9,6.5,18.8,34.4,14.5,18.7,77.3,10.1,31.3,41.3,20.9,15.1,6.9,4.9,3.8,19.6,19.5,-4.8,2011
24,New Jersey Nets,22,7,15,0.318,48.2,91.9,33.2,79,42,9.2,25.7,35.8,16.3,21.1,77.2,11.9,27.3,39.2,19.9,15.7,6.7,4,5.7,20.2,20.4,-7.1,2011
24,Toronto Raptors,22,7,15,0.318,48.5,87,32.7,77.6,42.1,5.5,17.2,32.2,16.1,20.9,77.1,9.9,31.6,41.5,20.1,15.7,6.7,4.9,4.6,24.3,18.2,-6.2,2011
26,Sacramento Kings,21,6,15,0.286,48,90.6,33.3,83.1,40,5.7,20,28.5,18.3,25,73.1,14,29.1,43.2,16,15.9,8.1,4.1,5.7,19.3,21.3,-11.3,2011
27,New Orleans Hornets,21,4,17,0.19,48.2,87.4,34.5,78.5,43.9,3.5,12.6,27.7,15,20.3,73.8,11.7,30.3,42,18.8,15.2,7.8,5,5.8,20.4,18.5,-4.7,2011
27,Washington Wizards,21,4,17,0.19,48,88.8,34.9,83.2,41.9,3.9,13.3,28.9,15.2,21,72.7,11.6,30.1,41.7,17.5,15.8,8.8,7.9,5.2,21.1,18.3,-9.4,2011
29,Detroit Pistons,23,4,19,0.174,48.2,85.7,32.5,77.4,42,4.7,13.3,35.3,15.9,20.4,77.9,11.3,27,38.4,18.2,16.7,6.9,3.6,5.2,19,18.8,-11.2,2011
30,Charlotte Bobcats,22,3,19,0.136,48.2,88.1,34.7,82.3,42.2,4.2,13.8,30.3,14.5,19.9,73,10.7,29.7,40.4,19.8,14.8,6.2,5.7,5.9,19.3,19.4,-12.7,2011
1,Oklahoma City Thunder,22,18,4,0.818,48.5,105.4,37.3,76.3,48.9,7.5,18.2,41.5,23.2,27.9,83.4,9.5,32.5,42,22.1,15.9,7.4,7.6,3.5,20.6,21.8,9.3,2012
2,New York Knicks,22,17,5,0.773,48.2,103.2,37.4,83,45.1,12,29.1,41.2,16.4,21.6,75.8,10.1,29.3,39.4,20.2,10.6,9,3.7,4.2,18.9,19.5,7.4,2012
3,San Antonio Spurs,24,18,6,0.75,48.8,104.8,39.9,83,48.1,8.4,22.3,37.6,16.6,21.1,78.7,9.2,33.7,42.9,25.3,15.5,8.1,5.2,5.3,17.7,19.1,7.5,2012
4,Memphis Grizzlies,19,14,5,0.737,48.5,97.2,36.4,82.2,44.3,5.5,15.4,36,18.8,23.5,80.3,12.6,29.7,42.3,20.8,15.1,9.3,5.7,5.8,20.7,21.2,6.5,2012
5,Los Angeles Clippers,22,16,6,0.727,48.2,101.8,38.6,80.8,47.8,6.9,19.5,35.1,17.8,24.1,73.6,11.3,29.7,41,22.7,14.7,10.8,6.4,4.5,21.3,21.2,7.6,2012
6,Atlanta Hawks,20,14,6,0.7,48.3,97.2,37.5,81.5,46,8.6,23,37.4,13.7,19.6,69.8,10.3,30,40.3,22.8,14.9,9.3,4.7,4.3,17.7,20,4.1,2012
6,Miami Heat,20,14,6,0.7,48.3,103.2,38.8,78.3,49.6,8.4,20.2,41.3,17.3,22.8,75.7,7.8,31.1,38.8,22.8,14.2,7.9,4.5,3.4,19.4,19.9,3.8,2012
8,Golden State Warriors,22,15,7,0.682,48.7,99.5,37.5,82.5,45.5,7,19.6,35.9,17.5,22.7,77,11.7,33.6,45.3,22.2,15.9,7,3.5,6,22.4,20.2,1,2012
9,Boston Celtics,21,12,9,0.571,49.2,98.3,37.4,79.2,47.3,5.1,15.1,34.1,18.3,23,79.5,7.3,31.1,38.5,23.7,14.7,8.2,4,4.6,21,20.4,0.8,2012
9,Brooklyn Nets,21,12,9,0.571,48.2,96,35.5,80,44.3,7.7,22.5,34.1,17.4,23.9,72.9,12.5,29.3,41.8,21.6,14.1,6.8,4.9,4.1,18.7,21.8,2.3,2012
9,Chicago Bulls,21,12,9,0.571,48.2,94,35.5,80.3,44.2,4.4,12.7,34.6,18.6,23,80.8,12.6,31.7,44.2,22.8,15.6,7,5.2,5.6,19,20.9,2.7,2012
12,Utah Jazz,23,13,10,0.565,48.7,101.2,37.7,83.3,45.2,6.9,18.4,37.6,18.9,24.7,76.3,13.4,30.1,43.5,23,14.8,8.2,6.9,6.1,22,20.8,2,2012
13,Milwaukee Bucks,20,11,9,0.55,48.3,96.9,37.9,86.3,43.9,5.7,17.6,32.5,15.5,20.7,75.1,12.2,30.7,42.8,22.7,13.9,8.6,7.6,4.1,19.6,19.4,-0.2,2012
14,Philadelphia 76ers,22,12,10,0.545,48.5,92.6,36.2,83.9,43.1,6.2,17.6,35.4,14,19.1,73.6,11.3,30.2,41.5,21.1,12.2,8,5.5,4.9,19.7,18,-2,2012
15,Minnesota Timberwolves,19,10,9,0.526,48,93.9,34.2,79.9,42.8,5.6,18.9,29.4,19.9,27.6,72.2,13.3,32.2,45.5,21,15.7,8.2,6.3,5.7,19,23.4,1.4,2012
16,Dallas Mavericks,22,11,11,0.5,48.9,100.8,37.9,83.4,45.4,7.9,20.5,38.4,17.1,22,77.7,9.3,32.3,41.5,22.2,15.6,7.9,5.6,4.4,22.1,20.3,-0.5,2012
16,Indiana Pacers,22,11,11,0.5,48.7,91,33.9,81.4,41.7,6.5,19.7,33.3,16.6,22.5,73.8,12.6,33.8,46.4,19.7,15.2,6.1,7.1,5,19.2,20.7,-0.3,2012
18,Denver Nuggets,23,11,12,0.478,48.4,100.9,39,84.1,46.3,6.2,18.6,33.3,16.8,25,67.2,14,31,45,22.1,16,7.9,6.5,6.6,20.3,21.8,-0.1,2012
19,Houston Rockets,21,10,11,0.476,48.7,104.2,37.2,85.1,43.7,9.7,27.1,35.8,20,26.1,76.8,12.1,32.1,44.2,22.5,16.6,8.7,4.5,6.8,19.8,19.6,-0.6,2012
20,Portland Trail Blazers,22,10,12,0.455,49.1,97.2,36.2,83.3,43.4,7.9,23,34.1,17,22.4,75.8,11.8,28.6,40.4,19.1,15,8.4,4.9,4.4,20.2,19.8,-3,2012
21,Los Angeles Lakers,23,9,14,0.391,48,101.7,35.9,79.2,45.3,9,23.9,37.7,21,30.7,68.3,13.1,33,46.2,20.3,16.3,7.7,5.6,4.7,20,24.3,2.2,2012
22,Orlando Magic,21,8,13,0.381,48.2,91.6,36.5,83,43.9,5.3,16.2,32.6,13.3,17,78.7,10.4,32.6,43,22.1,15.4,6,4.4,5,20,16.8,-3.5,2012
23,Phoenix Suns,23,8,15,0.348,48.7,97.1,37.9,85.3,44.4,6.3,18.6,33.6,15.1,20.2,75,11.7,28.6,40.3,21.3,14.2,8.3,5.9,5.2,20.9,19.5,-5,2012
24,Sacramento Kings,21,7,14,0.333,48.5,94,36,83.2,43.3,6.2,18.3,34.1,15.7,20.9,75.2,11.4,30,41.5,18.6,15,8.1,4.5,6.6,21.9,18.9,-5.3,2012
25,Charlotte Bobcats,22,7,15,0.318,48.9,95.9,35,83.4,42,6.5,19,34,19.3,25.2,76.7,11.5,30,41.4,19.5,14.5,7.9,6.6,8.1,19.8,20.5,-7.9,2012
26,Detroit Pistons,24,7,17,0.292,48,94.3,35,79.2,44.2,5.8,15.6,37.1,18.6,25.4,73.2,11.4,30,41.4,20.4,15.1,6.3,5.4,5.9,20.5,21.3,-3,2012
27,New Orleans Hornets,21,5,16,0.238,48.5,91.3,34.5,79,43.6,7.2,18.4,39,15.2,19.4,78.2,10.8,29.9,40.7,21.1,14.7,6.1,5.5,7.3,20.6,19.6,-6.2,2012
28,Cleveland Cavaliers,23,5,18,0.217,48.4,94,35,85.4,41,8,22.8,34.9,16,22.1,72.1,14,28.6,42.6,19.6,15.7,8.4,3.1,7.7,22.3,20.3,-6,2012
29,Toronto Raptors,23,4,19,0.174,49.1,95.2,35.2,83,42.5,7,21.1,33.2,17.8,22.8,77.9,10.7,29.7,40.3,20.4,13.6,7,5,6,23.9,19.8,-7.4,2012
30,Washington Wizards,19,3,16,0.158,49.1,90.4,34.1,83.9,40.7,6.7,21.5,31.1,15.5,20.7,74.9,11.7,31.1,42.7,20.3,15.1,8.2,5,5,21,19.6,-6.6,2012
1,Indiana Pacers,23,20,3,0.87,48.2,97.8,36.1,79.5,45.4,7.3,20,36.3,18.3,23.3,78.6,9.9,34.3,44.2,20.7,15.7,7.3,6.5,4.7,19.6,22.4,8.3,2013
2,Portland Trail Blazers,23,19,4,0.826,48.2,106.4,39.2,85.7,45.7,9.5,23.3,40.9,18.5,22.7,81.8,12.8,32.7,45.5,22.8,14.3,5.9,4.6,3.6,18.7,21.2,6.3,2013
3,Oklahoma City Thunder,22,18,4,0.818,48.5,105.9,38.8,82.9,46.8,6.3,18.6,33.7,22,27,81.8,11.4,36,47.4,21.9,16.4,8.1,6.4,4.3,22.1,20.7,7.1,2013
3,San Antonio Spurs,22,18,4,0.818,48,103.5,41.4,83.5,49.6,8.4,20.9,40.2,12.3,16.2,75.6,8.6,33.8,42.4,25.4,14.7,8.1,4.5,4.1,17.4,17.5,9.9,2013
5,Miami Heat,22,16,6,0.727,48,102.6,38,75.3,50.4,8.2,21.3,38.6,18.5,24.3,76.2,6.4,29.1,35.5,23.7,15.7,9.5,5,2.8,20.7,21.4,7,2013
6,Houston Rockets,24,16,8,0.667,48.6,107.7,37.5,79.1,47.5,9.9,27.4,36.1,22.7,32.3,70.2,11.3,35.4,46.7,20.6,17.7,8.2,6.5,5.7,21,25.4,5.6,2013
7,Los Angeles Clippers,24,15,9,0.625,48.2,103.3,37.6,81.5,46.1,7.7,23.7,32.6,20.4,29,70.3,10.4,32.5,42.9,23.6,14.5,8.1,4.4,3.4,22.6,24.4,4,2013
8,Denver Nuggets,22,13,9,0.591,48,102.1,38.1,84.8,45,7.8,21,37,18.1,25.5,70.8,12.9,33.3,46.1,21.7,14.4,7.1,5.9,5.8,21.6,21.4,2,2013
8,Phoenix Suns,22,13,9,0.591,48.2,102.4,38.1,81.7,46.6,9.3,25.1,37,17,22.7,74.6,10.9,30.9,41.8,18.9,16,8.3,5,3.7,21.1,20.5,2.2,2013
10,Dallas Mavericks,23,13,10,0.565,48,103,38.8,84.6,45.8,8.7,22.9,37.8,16.7,20.6,81.4,9.9,31,40.8,22.8,14.7,9.1,4.3,3.8,20.8,18.8,1,2013
11,Golden State Warriors,24,13,11,0.542,48.4,103,38.5,82.4,46.7,9.7,23.5,41.2,16.3,22.3,73.4,10.3,34.4,44.8,22.6,17.1,7.5,5.1,4.5,22.8,20.4,2.8,2013
12,New Orleans Pelicans,21,11,10,0.524,49,103.4,39.2,86.7,45.2,6.6,16.8,39.5,18.3,23.5,77.9,13.4,30,43.4,22.4,13.5,9.1,6.8,6.3,21.7,20.3,1.3,2013
13,Atlanta Hawks,23,12,11,0.522,48.2,99.3,37.5,82.2,45.6,8,22.3,36,16.3,21.9,74.4,8.7,32.2,40.9,24.5,14.7,8.5,4.4,4.3,18.6,19.3,0.2,2013
14,Minnesota Timberwolves,23,11,12,0.478,48.2,105.7,37.9,89.2,42.4,8,23.8,33.6,22,27.1,80.9,13.3,31.8,45.2,23.1,14.7,9.6,3.1,6.3,16.9,22.7,3.6,2013
15,Detroit Pistons,24,11,13,0.458,48.4,99.5,38.2,84.6,45.1,6.2,19.8,31.4,17,25.3,67.2,13.8,30.2,44,20.2,15.8,9.3,5,4.8,20.5,20.6,-1.1,2013
16,Los Angeles Lakers,22,10,12,0.455,48,101.1,37.8,85.6,44.2,10.2,26,39.2,15.3,21.1,72.3,10.3,32.6,43,24,15,7,5.9,4.5,21.3,18.8,-3.2,2013
16,Memphis Grizzlies,22,10,12,0.455,48.5,93.7,36.4,80.7,45.1,4.7,13.8,34,16.2,21.1,76.9,10.6,30.5,41.1,21.6,14.1,7,4.1,5.2,19.9,19.7,-3.5,2013
18,Boston Celtics,25,11,14,0.44,48,94.8,36.3,80.1,45.3,6.6,18.5,35.9,15.6,20.4,76.3,10.1,31,41.1,18.2,16.2,6.9,4.7,4.6,21.3,18.6,-1,2013
19,Charlotte Bobcats,23,10,13,0.435,48,90.6,33.5,80.7,41.5,4.5,15.3,29.3,19.2,26.9,71.4,11,32.1,43.1,18.7,13.4,6.3,5,5.8,19.3,22.3,-2.1,2013
20,Chicago Bulls,21,9,12,0.429,49,92.3,34.6,81.8,42.3,5.3,16.3,32.4,17.8,22.7,78.2,13,33.1,46.1,21.7,16.7,6.4,4.7,6.8,20,21.3,-0.2,2013
20,Washington Wizards,21,9,12,0.429,49.4,98.1,37.1,84.5,43.9,8.5,22.4,38.1,15.4,21.1,73.1,10.9,31.6,42.4,23.5,15.8,9,4.7,3.9,19,19.5,-0.9,2013
22,Cleveland Cavaliers,22,9,13,0.409,48.7,93.9,35.6,84,42.4,6.7,19.2,35,15.9,21.2,74.7,11.7,32,43.7,18.7,15.8,7.7,4.4,5.8,19.2,19.3,-5.5,2013
23,Toronto Raptors,21,8,13,0.381,48.7,98.5,35.7,82.7,43.1,7.4,21.9,33.8,19.8,25.2,78.4,12.2,30.4,42.6,18,15,7.1,4.5,5,22.7,22.4,-0.9,2013
24,Brooklyn Nets,23,8,15,0.348,48.4,95.3,34.4,78.7,43.8,6.4,18.3,35.1,20,26.3,76.2,10.3,30.9,41.1,19.3,14.4,6.5,4,4,22.7,21.7,-6.3,2013
25,Orlando Magic,23,7,16,0.304,48.7,97.6,37,82.2,45,7.7,21.6,35.7,15.9,20.7,76.5,9.2,32.5,41.7,20.4,16.2,8,4.7,5.9,20.7,18.6,-4.4,2013
26,Philadelphia 76ers,24,7,17,0.292,49.3,101.8,39.3,88.1,44.6,7.2,22.4,32,15.9,22.5,70.7,11.8,33.8,45.6,22.5,18,8.3,4.6,6.6,21,20,-7.5,2013
27,Sacramento Kings,21,6,15,0.286,48.5,99.2,36.5,84.2,43.3,7.1,21.2,33.4,19.1,24.3,78.8,11.8,30.7,42.4,20.8,13.9,8.2,3.6,6.3,23.1,22,-3.3,2013
28,New York Knicks,22,6,16,0.273,48.2,93.4,35.6,83,42.9,8.6,25.1,34.2,13.5,17.4,78,10.5,28.5,39,19.9,12.7,8.3,4.8,4.2,22.7,18.5,-4,2013
29,Utah Jazz,25,6,19,0.24,48.4,93.7,35.5,81.6,43.5,6,17.6,34.1,16.8,22.4,75,12.1,28.8,40.8,19.9,16,7.3,4.5,5.2,22.2,21.6,-8,2013
30,Milwaukee Bucks,23,5,18,0.217,48.7,89.6,33.7,81.2,41.6,6.9,18.9,36.3,15.3,19.8,77.1,10.9,28.8,39.7,20.7,16.2,6.8,5.5,5.3,20.6,20,-8.7,2013
1,Golden State Warriors,22,20,2,0.909,48,106.7,40.2,83.7,48,9.5,25.4,37.2,16.9,21.7,77.8,9.9,35.8,45.7,25.5,16.2,8.6,6.4,3.3,20.5,19.1,11,2014
2,Memphis Grizzlies,23,19,4,0.826,48.7,102.3,38.6,81.7,47.2,5.7,15,37.9,19.5,25.2,77.4,10.2,31.8,42,22.4,13.1,8.1,4,5.1,19.4,21.3,6.9,2014
3,Houston Rockets,23,18,5,0.783,48.4,99.6,34.7,81.4,42.7,11.9,34.4,34.6,18.2,25.9,70.4,12.5,31.8,44.3,19.6,17.5,9.1,5.1,5.6,23.5,21.3,4.3,2014
4,Portland Trail Blazers,24,18,6,0.75,48,102,38.7,85.6,45.2,9.4,25.6,36.6,15.3,19.5,78.6,11.6,34.8,46.4,23.4,13.8,6.2,5.6,3.6,19.3,19.1,6.4,2014
5,Toronto Raptors,23,17,6,0.739,48.4,108.4,38.9,84.4,46.1,8.7,24.1,36.3,22,27.3,80.4,11,30.2,41.2,20.4,11.6,7.3,4.7,4.8,22.2,23.2,8.2,2014
6,Washington Wizards,22,16,6,0.727,48.7,101,38.9,82.7,47,6.3,16.1,39.2,16.9,22.7,74.3,10.7,33,43.7,25.9,14.9,8,5,4.3,22.3,21.6,3.8,2014
7,Atlanta Hawks,23,16,7,0.696,48.4,102.4,37.7,81,46.6,9.3,25,37,17.7,22.7,77.9,8.6,31.8,40.4,25.3,14.7,8.9,4.7,4.7,18.9,21.6,5,2014
7,Los Angeles Clippers,23,16,7,0.696,48.2,106.4,38.8,81,47.9,10.2,26.7,38.3,18.5,24,77.2,7.7,31.7,39.4,24.2,12.7,7.2,4.8,3.3,21.5,22.2,6.3,2014
7,San Antonio Spurs,23,16,7,0.696,48.4,101.7,37.9,81.7,46.4,8.5,22.6,37.6,17.3,22.2,78.1,9.7,34.3,44.1,24.1,14.4,7.7,5.6,4.5,19.2,19.7,6.6,2014
