Player,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
Matt Thomas,31,10,10.7,106.0,101.8,4.2,7.6,1.38,11.5,1.8,10.0,6.0,8.3,64.3,65.0,15.2,103.96,9.3,965
Jordan McRae,12,25,21.2,109.7,113.7,-4.1,17.4,2.16,16.9,2.2,13.9,7.8,7.8,46.9,51.5,23.9,104.59,9.3,"1,708"
Doug McDermott,43,26,19.9,108.7,105.5,3.2,8.1,1.86,11.4,1.8,9.8,5.9,6.1,60.5,62.0,18.6,102.43,9.3,"2,933"
De'Anthony Melton,27,33,19.5,110.2,105.0,5.1,19.6,2.08,24.6,3.5,13.7,8.7,11.8,45.1,50.1,18.5,105.86,9.3,"2,568"
Marcus Morris Sr.,26,36,31.2,111.3,109.9,1.5,6.6,0.89,8.0,2.9,12.8,7.7,9.0,52.6,57.0,21.6,98.90,9.2,"3,983"
Malik Monk,18,37,21.3,101.8,112.3,-10.5,16.8,1.48,15.8,2.1,10.8,6.3,10.7,49.4,53.0,22.0,98.93,9.1,"2,420"
Rui Hachimura,15,33,30.1,108.5,116.7,-8.2,8.8,1.64,11.6,5.1,15.5,10.1,7.1,48.9,53.5,18.9,103.46,9.1,"3,113"
Yogi Ferrell,20,30,10.6,103.1,104.9,-1.8,19.6,2.46,22.8,1.1,8.5,4.6,9.2,48.4,52.8,18.5,101.57,9.1,"1,124"
Josh Hart,26,39,27.0,108.2,111.2,-3.1,8.4,1.44,14.1,3.2,19.5,11.3,9.8,53.7,56.3,15.0,104.90,9.1,"3,838"
Robert Covington,27,43,30.5,109.8,108.8,0.9,5.9,0.85,9.1,2.7,18.0,10.2,10.7,53.3,55.9,16.9,103.74,9.0,"4,614"
Harrison Barnes,31,41,34.5,108.9,111.4,-2.5,9.2,1.81,13.7,3.0,11.1,7.0,7.6,52.5,57.4,17.2,100.86,9.0,"5,217"
Pat Connaughton,53,14,18.6,107.3,103.8,3.5,11.5,2.06,22.5,4.4,15.1,10.0,10.9,54.7,56.5,11.8,107.17,9.0,"2,768"
Marcus Smart,39,21,32.0,111.9,104.6,7.3,21.4,2.83,25.5,2.0,8.9,5.5,9.0,47.6,51.8,18.3,101.51,9.0,"4,051"
Jae Crowder,29,36,28.8,109.0,111.9,-2.9,11.7,2.33,19.1,2.6,16.9,9.8,8.2,52.1,55.3,15.2,103.18,8.9,"4,024"
Jaren Jackson Jr.,28,29,28.5,108.3,110.9,-2.6,7.3,0.79,7.7,3.3,12.0,7.7,9.8,56.5,59.3,23.8,104.40,8.9,"3,522"
Tim Hardaway Jr.,41,30,29.5,116.0,110.1,5.9,9.6,1.99,11.8,1.1,9.0,5.1,5.9,55.0,58.1,20.4,101.86,8.9,"4,451"
Damion Lee,12,37,29.0,105.6,109.7,-4.1,13.9,1.99,17.5,2.1,14.4,8.1,8.8,50.0,54.8,18.4,103.05,8.9,"3,055"
Thaddeus Young,22,42,24.9,101.9,108.1,-6.2,11.3,1.15,13.7,5.4,14.5,9.7,12.0,51.3,52.1,19.2,102.37,8.9,"3,393"
Trey Lyles,27,36,20.2,111.3,113.7,-2.4,7.2,1.77,14.7,5.6,22.8,14.2,8.3,54.1,55.7,13.6,100.81,8.8,"2,672"
Patrick Beverley,38,13,26.3,114.2,104.0,10.2,18.0,2.77,30.0,4.0,14.5,9.3,10.8,54.8,56.0,13.1,101.66,8.8,"2,839"
Joe Harris,33,36,30.8,110.8,109.9,0.9,10.0,1.38,13.5,2.8,10.2,6.5,9.7,59.6,60.6,17.9,102.23,8.8,"4,543"
Brook Lopez,53,15,26.7,112.2,100.1,12.0,7.3,1.41,10.9,3.1,11.8,7.7,7.7,51.1,55.1,18.1,106.60,8.8,"4,054"
Darius Bazley,36,25,18.5,98.9,102.1,-3.2,5.4,0.91,9.5,2.5,17.2,10.1,10.4,47.2,49.7,14.6,101.87,8.7,"2,396"
Coby White,22,43,25.8,104.4,108.8,-4.4,16.2,1.61,15.5,1.5,12.8,6.7,9.7,47.8,50.6,23.5,102.51,8.7,"3,573"
Derrick Jones Jr.,34,25,23.3,109.9,110.4,-0.5,6.8,2.07,12.6,4.9,11.5,8.3,6.1,58.0,62.0,13.5,99.97,8.7,"2,858"
Brad Wanamaker,48,23,19.3,110.3,105.2,5.0,18.1,2.36,26.3,1.6,8.2,5.0,11.2,49.9,57.7,15.2,101.46,8.6,"2,888"
Jeff Green,28,20,20.0,105.6,109.4,-3.8,8.2,1.19,10.4,2.4,10.8,6.7,8.8,55.2,59.0,18.8,103.94,8.6,"2,076"
OG Anunoby,50,19,29.9,110.3,104.2,6.2,7.4,1.37,13.6,3.8,12.9,8.5,9.9,58.4,60.0,14.2,101.93,8.6,"4,388"
Kendrick Nunn,42,25,29.3,110.3,109.1,1.2,18.2,1.93,17.0,1.1,7.9,4.6,8.8,51.4,53.4,23.6,99.10,8.6,"4,058"
Keita Bates-Diop,10,34,16.9,100.3,110.9,-10.6,6.4,1.76,9.6,3.0,13.1,7.8,5.4,50.0,53.9,15.6,103.31,8.6,"1,601"
Patrick Patterson,39,20,13.2,107.4,104.9,2.5,7.5,1.95,13.1,4.2,13.6,9.0,6.7,55.2,58.0,14.3,104.60,8.5,"1,694"
Meyers Leonard,34,17,20.3,110.4,105.9,4.5,7.5,1.41,16.3,3.0,21.4,12.6,11.5,62.2,62.7,12.1,98.17,8.5,"2,106"
Kyle Kuzma,46,15,25.0,110.1,105.2,4.9,7.6,0.88,8.9,3.3,13.5,8.5,10.1,50.0,53.1,22.1,103.35,8.5,"3,295"
Markieff Morris,22,36,20.5,104.1,109.9,-5.8,10.0,1.01,11.9,3.3,14.4,8.9,11.7,53.9,56.5,20.2,101.21,8.4,"2,513"
Glenn Robinson III,17,45,28.8,106.5,114.3,-7.8,8.1,1.75,12.3,4.3,10.6,7.4,7.1,55.2,57.7,16.0,101.35,8.4,"3,771"
Shake Milton,23,17,20.1,113.9,113.8,0.1,18.2,2.21,22.8,1.8,9.3,5.5,10.3,58.8,61.7,18.6,100.19,8.4,"1,678"
P.J. Washington,22,36,30.3,103.9,110.1,-6.3,11.5,1.32,14.2,3.2,14.5,8.7,10.8,52.8,54.7,18.4,97.23,8.3,"3,564"
Grayson Allen,16,22,18.9,105.1,111.1,-6.0,10.4,1.58,14.7,1.0,10.3,5.6,9.3,58.0,60.9,17.1,105.52,8.3,"1,579"
JaMychal Green,43,20,20.7,110.7,105.7,5.0,5.1,0.91,10.3,5.5,20.9,13.4,11.3,56.0,57.6,13.2,104.66,8.3,"2,853"
Mike Muscala,26,21,12.2,103.4,105.7,-2.3,10.6,2.35,15.6,2.7,15.6,9.2,6.6,55.0,56.9,16.0,104.31,8.3,"1,248"
Jerami Grant,45,26,26.6,110.3,112.3,-2.1,6.8,1.40,10.2,3.1,9.9,6.5,7.3,55.5,59.1,17.7,99.03,8.3,"3,901"
Bruce Brown,18,40,28.2,106.0,110.4,-4.3,20.8,2.30,27.7,3.8,13.1,8.4,12.0,48.0,51.8,15.9,98.00,8.3,"3,339"
Malik Beasley,30,25,22.0,109.8,111.6,-1.9,9.3,1.32,10.8,1.4,10.7,5.9,8.2,52.5,54.6,20.8,103.39,8.3,"2,603"
Miles Bridges,23,42,30.7,104.4,114.0,-9.7,9.2,1.20,11.2,4.2,13.8,8.8,9.3,48.9,52.0,19.6,97.15,8.2,"4,036"
Maxi Kleber,42,32,25.5,112.6,109.2,3.4,6.5,1.52,12.6,5.4,13.6,9.5,8.3,57.7,60.5,13.4,101.50,8.2,"3,982"
Patty Mills,28,38,22.5,113.1,109.0,4.1,11.2,2.19,14.5,1.4,5.4,3.5,6.6,56.0,59.2,19.3,104.29,8.2,"3,227"
Cameron Johnson,28,29,22.0,109.3,108.3,1.0,7.8,2.16,13.0,3.7,10.9,7.2,6.0,56.5,58.6,15.1,103.90,8.2,"2,710"
Sterling Brown,39,13,14.7,104.0,101.7,2.4,9.4,1.21,14.0,3.7,16.8,10.5,11.5,45.7,48.6,16.2,106.75,8.2,"1,717"
Kris Dunn,19,32,24.9,103.5,103.6,-0.1,19.8,2.54,28.5,1.7,13.2,7.3,11.2,48.7,51.0,14.5,101.61,8.2,"2,673"
Duncan Robinson,44,29,29.7,113.8,106.2,7.5,6.8,1.46,11.6,0.5,9.9,5.4,7.9,66.7,68.4,15.7,99.23,8.2,"4,483"
Mikal Bridges,34,39,28.0,111.0,108.1,2.9,8.6,1.77,17.4,3.2,10.7,7.0,9.9,58.3,62.0,12.5,103.12,8.2,"4,382"
Damian Jones,15,40,16.1,104.7,117.3,-12.6,5.7,1.25,12.5,8.0,15.3,11.5,10.0,68.5,71.2,11.3,104.69,8.0,"1,929"
Georges Niang,41,25,14.0,107.1,108.1,-1.1,6.9,1.47,10.8,1.5,11.7,6.6,7.4,57.8,58.9,16.3,102.12,8.0,"1,955"
Bruno Fernando,18,38,12.7,102.0,107.6,-5.6,10.1,1.17,15.8,8.5,17.9,13.1,13.5,53.0,54.2,14.7,103.78,7.9,"1,537"
Mike Scott,39,29,17.8,110.2,104.6,5.7,6.4,2.15,12.5,5.1,14.8,9.9,5.8,54.0,55.7,13.2,101.84,7.9,"2,559"
Damyean Dotson,14,34,17.4,102.5,107.8,-5.3,10.5,2.71,15.0,1.1,9.1,5.0,5.5,51.6,52.7,15.8,101.48,7.9,"1,771"
Elie Okobo,23,32,13.1,105.7,109.0,-3.2,22.7,3.03,31.4,2.2,10.2,6.1,10.4,46.7,51.6,14.7,100.98,7.9,"1,505"
Carmelo Anthony,28,30,32.8,113.6,113.0,0.6,6.3,0.85,8.2,3.6,14.5,9.2,9.6,48.5,52.5,21.4,100.55,7.8,"3,982"
Furkan Korkmaz,42,30,21.7,109.3,106.6,2.7,7.3,1.34,10.6,1.1,9.3,5.2,7.9,55.7,57.9,17.7,102.27,7.8,"3,322"
Ian Mahinmi,15,23,21.3,109.5,114.0,-4.5,8.4,1.09,13.9,8.9,17.6,13.0,12.8,50.7,54.5,15.4,102.05,7.8,"1,716"
Garrett Temple,30,32,27.9,105.6,106.9,-1.4,13.2,2.52,18.6,1.5,9.6,5.6,7.4,48.6,51.3,16.2,102.83,7.8,"3,710"
Josh Richardson,33,22,30.8,109.3,106.0,3.3,13.8,1.56,16.6,2.3,7.5,4.9,10.7,49.6,53.3,20.0,100.38,7.8,"3,542"
Aaron Holiday,42,24,24.5,109.1,106.9,2.2,18.8,2.56,24.6,1.3,7.7,4.6,9.6,49.1,52.1,18.2,100.31,7.8,"3,398"
Kevin Huerter,19,37,31.4,107.5,113.6,-6.1,17.1,2.45,22.8,1.9,10.6,6.2,9.3,51.7,53.6,16.9,104.12,7.8,"3,814"
Trevor Ariza,22,31,28.2,109.0,109.3,-0.3,8.1,1.63,18.1,2.2,13.7,8.0,11.1,55.7,59.3,11.7,100.74,7.7,"3,132"
Justin Holiday,45,28,25.0,107.7,106.4,1.3,6.8,2.11,14.3,1.7,10.4,6.2,6.7,56.6,58.5,13.0,102.37,7.6,"3,886"
Thon Maker,20,40,12.9,103.8,111.9,-8.0,8.8,0.96,13.0,6.9,15.2,11.0,13.6,53.9,58.2,16.0,98.52,7.6,"1,586"
Kyle Korver,43,15,16.6,109.0,103.7,5.4,9.2,1.42,16.2,1.4,9.1,5.5,11.4,59.9,62.0,14.5,108.43,7.6,"2,173"
Daniel Gafford,15,28,14.2,102.6,104.5,-1.9,5.1,0.72,10.0,8.1,9.2,8.7,13.7,70.1,68.6,13.1,102.14,7.6,"1,294"
Cody Martin,16,32,18.8,104.5,107.7,-3.2,15.4,2.16,25.4,3.9,14.0,8.6,11.8,47.3,50.5,13.1,98.77,7.6,"1,853"
Langston Galloway,20,46,25.8,107.7,112.1,-4.4,8.9,2.53,14.3,1.9,6.8,4.3,5.7,55.7,58.4,14.9,100.17,7.5,"3,559"
Taurean Prince,30,34,29.0,109.6,108.4,1.3,9.0,0.91,11.4,2.4,16.2,9.3,12.5,47.5,49.7,20.0,102.06,7.4,"3,959"
E'Twaun Moore,27,29,18.2,108.1,110.3,-2.2,11.0,1.95,13.6,2.7,9.5,6.0,7.0,49.8,51.0,19.6,103.78,7.4,"2,206"
Dzanan Musa,20,20,12.2,102.5,105.1,-2.5,13.1,1.19,15.5,3.9,11.7,7.9,13.0,42.7,48.4,19.3,105.02,7.4,"1,068"
Royce O'Neale,44,27,28.9,112.5,107.3,5.2,11.6,2.95,28.6,1.4,16.5,9.4,9.7,55.9,57.8,9.5,100.05,7.4,"4,269"
Marvin Williams,21,37,19.5,107.1,109.9,-2.8,7.6,1.82,15.7,2.5,13.2,7.8,8.6,55.1,58.7,12.0,101.70,7.4,"2,386"
Jevon Carter,29,29,16.3,106.3,105.6,0.7,12.9,2.63,22.6,3.1,9.0,6.1,8.6,54.3,56.3,12.7,103.20,7.3,"2,019"
RJ Barrett,17,39,30.4,105.4,114.5,-9.1,12.7,1.15,12.9,2.7,13.4,7.8,11.2,44.5,47.9,23.4,100.72,7.2,"3,577"
Nicolo Melli,26,34,17.4,105.9,110.3,-4.3,11.2,1.78,16.9,3.4,13.2,8.2,9.5,52.8,55.6,15.8,103.89,7.2,"2,260"
Quinn Cook,31,13,11.5,107.0,102.5,4.5,13.9,1.48,16.3,2.0,7.1,4.6,11.0,49.8,50.9,20.1,103.66,7.2,"1,100"
Dorian Finney-Smith,40,31,29.9,116.1,109.5,6.5,7.3,1.65,15.1,6.6,11.3,9.0,9.2,57.5,59.5,12.8,100.14,7.2,"4,416"
Alex Caruso,48,16,18.4,110.8,101.0,9.8,13.8,2.34,24.3,1.4,8.5,5.1,10.4,48.1,52.5,13.6,102.84,7.2,"2,518"
Juancho Hernangomez,24,24,17.4,108.6,110.9,-2.3,6.3,1.25,11.4,4.6,18.4,11.1,9.1,49.4,51.8,14.9,105.27,7.2,"1,822"
Abdel Nader,37,18,15.8,100.9,105.2,-4.2,6.8,0.88,10.3,1.6,9.5,5.6,11.6,55.9,59.1,16.4,101.79,7.2,"1,835"
Marco Belinelli,27,30,15.5,110.8,109.3,1.5,10.2,3.63,16.3,0.8,9.7,5.3,4.5,49.8,53.2,16.6,104.30,7.1,"1,915"
Danuel House Jr.,40,23,30.4,112.0,108.7,3.3,6.1,1.57,11.9,2.7,10.1,6.4,7.6,54.6,57.2,13.5,104.70,7.0,"4,166"
Cory Joseph,31,41,24.4,107.3,107.6,-0.3,19.9,3.14,32.5,2.4,8.2,5.3,10.3,48.3,51.7,12.7,99.76,7.0,"3,641"
Josh Okogie,19,43,25.0,106.3,111.0,-4.7,8.9,1.14,14.8,5.0,11.4,8.1,13.0,47.9,55.3,14.8,105.88,7.0,"3,413"
Isaiah Thomas,14,26,23.1,109.8,120.2,-10.4,22.4,1.90,21.3,1.1,6.3,3.6,11.3,50.0,53.1,23.6,105.14,7.0,"2,030"
Gary Trent Jr.,29,32,21.8,112.2,113.6,-1.4,6.4,2.90,11.2,1.7,5.2,3.5,3.9,57.1,58.7,15.0,102.22,6.9,"2,831"
Timothe Luwawu-Cabarrot,20,27,18.1,103.5,104.8,-1.3,5.2,0.78,7.8,3.0,9.9,6.5,10.0,55.0,59.9,16.2,104.28,6.9,"1,839"
DeAndre' Bembry,10,33,21.3,98.9,110.6,-11.8,13.0,1.35,20.7,3.4,12.3,7.7,15.3,48.9,50.0,13.7,105.69,6.9,"2,006"
Kevin Porter Jr.,15,35,23.2,102.0,113.2,-11.2,14.7,1.17,16.4,1.8,12.1,6.8,14.0,50.5,53.5,20.2,100.15,6.9,"2,416"
Svi Mykhailiuk,17,39,22.6,108.6,109.2,-0.6,12.0,1.74,17.7,1.3,7.1,4.1,10.2,55.2,57.8,16.5,100.15,6.9,"2,644"
Nickeil Alexander-Walker,19,28,12.6,110.0,113.5,-3.6,21.2,1.65,20.9,1.5,12.2,6.8,12.7,45.5,47.3,23.3,104.60,6.9,"1,283"
Khem Birch,19,29,19.2,102.5,109.5,-7.1,7.9,1.61,18.4,8.9,14.4,11.5,11.4,51.0,56.6,10.1,99.62,6.9,"1,916"
James Ennis III,42,27,18.3,110.3,110.2,0.1,6.7,1.09,12.0,5.5,13.7,9.6,11.1,52.2,56.5,15.1,102.21,6.8,"2,693"
Lonnie Walker IV,29,32,16.2,109.0,109.4,-0.4,9.9,1.55,13.7,2.3,11.0,6.7,8.9,48.3,50.7,18.3,102.55,6.8,"2,113"
Wes Iwundu,23,29,18.3,104.1,104.6,-0.5,8.9,2.31,16.5,2.3,10.9,6.5,7.1,47.6,54.4,13.4,100.73,6.7,"2,011"
Solomon Hill,29,30,18.4,108.7,110.9,-2.1,12.4,2.04,22.7,2.6,11.8,7.3,11.1,50.9,53.5,13.5,104.09,6.7,"2,348"
Rodions Kurucs,18,29,14.5,102.8,104.2,-1.4,10.5,1.11,17.5,3.3,14.1,8.8,15.8,54.0,55.5,14.2,105.86,6.7,"1,505"
Mario Hezonja,24,29,16.4,104.7,114.2,-9.5,8.0,1.19,14.8,3.2,15.8,9.6,12.5,47.7,52.5,13.5,104.33,6.7,"1,895"
Ky Bowman,9,36,22.6,99.8,108.2,-8.4,20.2,1.87,24.3,2.2,9.3,5.7,13.0,46.9,49.4,16.8,101.63,6.7,"2,153"
Tyler Johnson,16,23,18.2,103.8,109.4,-5.7,15.3,2.55,19.6,2.3,7.6,4.9,7.7,46.4,50.4,17.7,105.09,6.6,"1,546"
Ben McLemore,44,27,22.8,114.2,109.2,5.0,5.0,1.16,8.5,1.2,7.9,4.5,7.3,61.0,62.2,15.7,105.17,6.6,"3,552"
Marko Guduric,19,25,11.0,104.4,107.1,-2.6,12.7,1.25,18.2,2.8,11.5,7.2,14.6,47.5,51.4,16.8,105.41,6.6,"1,062"
Kentavious Caldwell-Pope,51,18,25.5,110.6,107.2,3.5,8.5,1.79,15.4,2.1,5.6,3.8,8.6,55.8,58.4,14.2,102.42,6.5,"3,771"
Dewayne Dedmon,17,27,17.6,107.4,108.1,-0.7,4.1,0.39,6.3,7.5,24.1,15.7,16.4,44.3,47.3,17.9,100.29,6.5,"1,609"
Cedi Osman,19,46,29.4,106.3,115.2,-9.0,11.5,1.69,17.2,2.0,10.3,6.0,10.2,53.8,55.2,16.2,100.30,6.5,"3,996"
Danny Green,51,17,24.8,112.4,106.0,6.4,6.9,1.44,14.1,3.0,10.0,6.5,9.7,54.2,55.2,13.5,102.70,6.5,"3,620"
Gary Clark,23,19,13.5,104.2,109.3,-5.1,4.3,1.70,10.4,5.8,11.6,8.6,6.1,55.3,56.8,10.5,104.16,6.5,"1,232"
Bryn Forbes,27,36,25.1,108.0,114.8,-6.8,9.7,1.89,13.9,0.7,7.1,3.9,7.3,54.4,57.0,18.5,100.41,6.4,"3,307"
Kent Bazemore,32,36,24.8,107.5,106.6,0.8,7.7,1.02,11.9,1.5,14.4,8.1,11.6,45.3,49.9,17.1,102.83,6.4,"3,606"
Thabo Sefolosha,27,14,10.6,110.7,106.7,3.9,7.4,1.67,18.7,4.3,15.2,9.6,11.2,48.9,48.7,10.0,106.61,6.4,967
Frank Ntilikina,19,38,20.8,104.8,108.7,-3.9,20.9,2.42,28.7,1.8,8.2,4.9,11.8,45.9,49.7,15.2,99.51,6.3,"2,460"
Austin Rivers,43,25,23.4,112.9,110.4,2.6,9.8,2.26,15.9,1.6,8.9,5.1,7.0,51.7,54.2,15.3,105.87,6.3,"3,512"
Gary Harris,37,19,31.8,110.5,107.1,3.4,9.1,1.97,16.0,1.5,7.7,4.6,8.1,48.7,51.9,15.0,97.71,6.2,"3,623"
Dillon Brooks,34,39,28.9,108.5,108.9,-0.3,10.4,1.21,10.6,3.0,7.6,5.4,8.7,47.6,51.0,24.7,103.55,6.2,"4,544"
Isaac Bonga,22,44,18.9,106.5,106.9,-0.4,8.1,1.31,18.9,5.2,12.1,8.5,14.4,55.8,60.8,10.6,103.84,6.2,"2,693"
Tony Snell,18,41,27.8,105.9,111.4,-5.5,11.0,4.10,23.0,0.5,6.4,3.4,5.6,57.9,59.8,11.0,98.42,6.2,"3,371"
Ryan Arcidiacono,21,37,16.0,101.5,105.4,-4.0,14.3,2.59,25.9,1.9,9.8,5.6,10.0,53.2,55.1,12.1,102.69,6.1,"1,988"
Hamidou Diallo,25,21,19.5,102.8,101.9,0.9,6.0,0.71,8.8,4.6,12.4,8.6,12.5,47.3,49.1,17.3,102.96,6.1,"1,919"
Justin Jackson,39,26,16.1,112.4,111.9,0.5,6.7,3.71,12.1,2.4,11.9,7.1,3.3,46.6,49.6,15.0,101.69,6.1,"2,210"
Robin Lopez,51,15,14.5,103.7,103.1,0.6,6.8,0.71,10.5,5.4,9.2,7.4,14.7,55.0,55.4,16.1,106.53,6.0,"2,124"
Maurice Harkless,39,23,23.0,109.7,108.5,1.2,6.2,1.28,15.7,3.8,11.7,7.9,12.2,56.2,57.2,10.5,103.38,5.9,"3,066"
Matthew Dellavedova,17,40,14.4,103.7,105.0,-1.2,29.7,3.05,41.9,2.2,6.7,4.5,13.7,41.4,46.3,12.8,101.20,5.9,"1,735"
Cam Reddish,17,41,26.7,106.9,113.2,-6.3,7.9,0.91,11.0,2.1,11.0,6.5,12.1,45.9,50.0,18.5,105.58,5.9,"3,398"
De'Andre Hunter,19,44,32.0,108.0,113.6,-5.5,7.9,1.09,11.7,2.1,11.6,6.8,10.7,48.9,52.1,17.3,103.96,5.8,"4,362"
Semi Ojeleye,46,23,14.6,104.6,106.1,-1.5,5.1,1.95,14.0,2.4,10.9,6.6,7.2,53.1,56.2,9.4,100.36,5.7,"2,113"
P.J. Tucker,44,28,34.3,111.9,108.9,3.0,6.1,1.60,18.1,4.2,13.7,8.9,11.3,54.1,55.9,8.7,103.47,5.7,"5,316"
Darius Garland,17,42,30.9,105.2,113.8,-8.7,18.2,1.52,20.6,1.4,4.6,3.0,13.6,47.6,49.8,20.1,100.37,5.7,"3,830"
Torrey Craig,38,20,18.5,107.6,113.3,-5.7,6.1,1.88,13.3,5.8,11.8,8.8,7.1,54.5,55.3,12.3,98.36,5.6,"2,174"
Kevin Knox II,21,44,17.9,101.3,108.6,-7.3,7.6,1.36,11.0,2.1,12.8,7.2,8.1,44.0,47.0,17.2,102.29,5.6,"2,486"
Anfernee Simons,32,38,20.7,105.9,113.4,-7.6,9.8,1.59,13.2,1.5,8.0,4.7,8.3,46.9,50.2,18.0,103.09,5.5,"3,106"
